Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off2,Matches
403,Ahmed Musa\Ahmed-Musa,ng NGA,FWMF,Leicester City,24,1992,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
404,Charly Musonda Jr.\Charly-Musonda-Jr,be BEL,FW,Chelsea,20,1996,3,37,12,1.1,0.4,0,,3,,5,1.00,1,0,+1,+2.43,+1.82,1.0,1.1,-0.1,-0.14,-0.74,Matches
405,Shkodran Mustafi\Shkodran-Mustafi,de GER,DF,Arsenal,25,1992,27,2273,84,66.5,25.3,25,,2,,3,1.70,51,30,+21,+0.83,+0.67,43.2,33.1,+10.1,+0.40,+0.24,Matches
406,Jordon Mutch\Jordon-Mutch,eng ENG,MF,Crystal Palace,25,1991,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
407,Boaz Myhill\Boaz-Myhill,wal WAL,GK,West Brom,34,1982,1,90,90,2.6,1.0,1,,0,,37,1.00,1,1,0,0.00,+0.68,0.2,0.8,-0.6,-0.59,-0.25,Matches
408,Georges-KÃ©vin N'Koudou\Georges-Kevin-NKoudou,fr FRA,MF,Burnley,22,1995,8,228,29,6.7,2.5,2,,6,,5,1.00,3,2,+1,+0.39,+0.51,2.8,2.4,+0.3,+0.14,+0.51,Matches
409,Georges-KÃ©vin N'Koudou\Georges-Kevin-NKoudou,fr FRA,MF,Tottenham,22,1995,1,1,1,0.0,0.0,0,,1,,5,3.00,0,0,0,0.00,-1.00,0.1,0.0,+0.1,,,Matches
410,Luciano Narsingh\Luciano-Narsingh,nl NED,FWMF,Swansea City,26,1990,18,625,35,18.3,6.9,5,,13,,14,0.67,8,15,-7,-1.01,-0.33,7.7,12.4,-4.7,-0.69,+0.05,Matches
411,Kyle Naughton\Kyle-Naughton,eng ENG,DF,Swansea City,28,1988,34,3030,89,88.6,33.7,34,,0,,1,0.94,26,50,-24,-0.71,+0.21,25.1,52.0,-26.9,-0.80,-0.61,Matches
412,Badou Ndiaye\Badou-Ndiaye,sn SEN,MF,Stoke City,26,1990,13,1138,88,33.3,12.6,13,,0,,0,0.69,10,17,-7,-0.55,+0.47,9.6,21.2,-11.6,-0.92,-0.50,Matches
413,Wilfred Ndidi\Wilfred-Ndidi,ng NGA,MF,Leicester City,20,1996,33,2898,88,84.7,32.2,33,,0,,0,1.33,46,44,+2,+0.06,+1.10,39.4,39.3,+0.2,0.00,+0.36,Matches
414,Layton Ndukwu\Layton-Ndukwu,eng ENG,FW,Leicester City,18,1998,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
415,Reiss Nelson\Reiss-Nelson,eng ENG,MFFW,Arsenal,17,1999,3,145,48,4.2,1.6,2,,1,,4,2.00,3,3,0,0.00,-0.63,1.8,2.4,-0.5,-0.33,-0.67,Matches
416,Julien Ngoy\Julien-Ngoy,be BEL,FWMF,Stoke City,19,1997,1,20,20,0.6,0.2,0,,1,,2,0.00,0,2,-2,-9.00,-8.18,0.0,1.0,-1.0,-4.67,-4.11,Matches
417,Oumar Niasse\Oumar-Niasse,sn SEN,FW,Everton,27,1990,22,1087,49,31.8,12.1,10,,12,,8,1.09,20,23,-3,-0.25,+0.18,17.9,17.4,+0.6,+0.05,+0.47,Matches
418,Eddie Nketiah\Eddie-Nketiah,eng ENG,FWMF,Arsenal,18,1999,3,20,7,0.6,0.2,0,,3,,8,0.00,0,1,-1,-4.50,-5.14,0.3,0.2,+0.1,+0.38,+0.07,Matches
419,Lukas Nmecha\Lukas-Nmecha,de GER,FW,Manchester City,18,1998,2,16,8,0.5,0.2,0,,2,,2,3.00,0,0,0,0.00,-2.09,0.3,0.0,+0.2,+1.57,+0.04,Matches
420,Mark Noble\Mark-Noble,eng ENG,MF,West Ham,30,1987,29,2400,83,70.2,26.7,28,,1,,4,1.21,35,45,-10,-0.37,+0.51,24.4,38.9,-14.5,-0.54,-0.10,Matches
421,Kristoffer Nordfeldt\Kristoffer-Nordfeldt,se SWE,GK,Swansea City,28,1989,0,,,,,0,,0,,35,,,,,,,,,,,,Matches
422,Allan Nyom\Allan-Nyom,cm CMR,DF,West Brom,29,1988,29,2310,80,67.5,25.7,25,,4,,8,0.93,23,40,-17,-0.66,-0.01,24.3,33.4,-9.1,-0.35,-0.04,Matches
423,Aiden O'Neill\Aiden-ONeill,au AUS,MF,Burnley,19,1998,1,1,1,0.0,0.0,0,,1,,2,,,,,,,,,,,,Matches
424,Tashan Oakley-Boothe\Tashan-Oakley-Boothe,eng ENG,MF,Tottenham,17,2000,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
425,Michael Obafemi\Michael-Obafemi,ie IRL,FW,Southampton,17,2000,1,9,9,0.3,0.1,0,,1,,0,1.00,0,0,0,0.00,+0.50,0.4,0.7,-0.3,-3.49,-3.34,Matches
426,Pedro Obiang\Pedro-Obiang,gq EQG,MF,West Ham,25,1992,21,1563,74,45.7,17.4,18,,3,,4,1.19,18,29,-11,-0.63,-0.20,16.4,24.3,-7.9,-0.45,+0.11,Matches
427,Angelo Ogbonna\Angelo-Ogbonna,it ITA,DF,West Ham,29,1988,32,2880,90,84.2,32.0,32,,0,,5,1.06,43,60,-17,-0.53,-0.03,33.1,51.8,-18.7,-0.59,-0.46,Matches
428,Stefano Okaka\Stefano-Okaka,it ITA,FWMF,Watford,27,1989,15,453,30,13.2,5.0,3,,12,,3,0.87,8,9,-1,-0.20,+0.38,6.6,8.0,-1.4,-0.28,+0.02,Matches
429,Shinji Okazaki\Shinji-Okazaki,jp JPN,MFFW,Leicester City,31,1986,27,1324,49,38.7,14.7,17,,10,,2,1.44,25,19,+6,+0.41,+0.84,19.8,19.7,+0.2,+0.01,+0.10,Matches
430,Martin Olsson\Martin-Olsson,se SWE,DFMF,Swansea City,29,1988,36,3149,87,92.1,35.0,36,,0,,0,0.92,26,50,-24,-0.69,+0.64,28.9,54.3,-25.4,-0.73,+0.07,Matches
431,Divock Origi\Divock-Origi,be BEL,FW,Liverpool,22,1995,1,10,10,0.3,0.1,0,,1,,1,1.00,0,1,-1,-9.00,-10.24,0.3,0.9,-0.6,-6.06,-7.05,Matches
432,Jordi Osei-Tutu\Jordi-Osei-Tutu,eng ENG,DF,Arsenal,18,1998,0,,,,,0,,0,,2,,,,,,,,,,,,Matches
433,David Ospina\David-Ospina,co COL,GK,Arsenal,28,1988,5,381,76,11.1,4.2,4,,1,,29,2.40,10,3,+7,+1.65,+1.18,7.9,5.3,+2.6,+0.61,+0.32,Matches
434,NicolÃ¡s Otamendi\Nicolas-Otamendi,ar ARG,DF,Manchester City,29,1988,34,2967,87,86.8,33.0,33,,1,,1,2.59,90,25,+65,+1.97,-0.81,71.1,20.5,+50.6,+1.53,+0.02,Matches
435,Reece Oxford\Reece-Oxford,eng ENG,MF,West Ham,18,1998,1,5,5,0.1,0.1,0,,1,,0,1.00,0,0,0,0.00,+0.53,0.0,0.0,0.0,0.00,+0.51,Matches
436,Alex Oxlade-Chamberlain\Alex-Oxlade-Chamberlain,eng ENG,MFFW,Liverpool,23,1993,32,1493,47,43.7,16.6,14,,18,,0,2.00,41,20,+21,+1.27,+0.10,29.3,15.6,+13.7,+0.83,-0.26,Matches
437,Alex Oxlade-Chamberlain\Alex-Oxlade-Chamberlain,eng ENG,MFDF,Arsenal,23,1993,3,241,80,7.0,2.7,3,,0,,0,1.00,4,7,-3,-1.12,-1.86,4.1,4.4,-0.3,-0.12,-0.47,Matches
438,Mesut Ã–zil\Mesut-Ozil,de GER,MFFW,Arsenal,28,1988,26,2163,83,63.2,24.0,24,,2,,1,1.65,48,36,+12,+0.50,-0.29,41.1,34.5,+6.6,+0.27,-0.12,Matches
439,Alex Palmer\Alex-Palmer,eng ENG,GK,West Brom,20,1996,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
440,Kasey Palmer\Kasey-Palmer,eng ENG,MFFW,Huddersfield,20,1996,4,170,43,5.0,1.9,1,,3,,0,1.75,2,2,0,0.00,+0.83,2.1,2.4,-0.3,-0.16,+0.44,Matches
441,Emerson Palmieri\Emerson-Palmieri,it ITA,DFMF,Chelsea,22,1994,5,280,56,8.2,3.1,3,,2,,7,1.20,3,4,-1,-0.32,-1.04,3.9,3.4,+0.5,+0.15,-0.49,Matches
442,Costel Pantilimon\Costel-Pantilimon,ro ROU,GK,Watford,30,1987,0,,,,,0,,0,,3,,,,,,,,,,,,Matches
443,Josh Pask\Josh-Pask,eng ENG,DF,West Ham,19,1997,0,,,,,0,,0,,2,,,,,,,,,,,,Matches
444,Pedro\Pedro,es ESP,FWMF,Chelsea,30,1987,31,1523,49,44.5,16.9,17,,14,,4,1.84,29,14,+15,+0.89,+0.46,22.2,15.2,+7.0,+0.41,-0.33,Matches
445,Roberto Pereyra\Roberto-Pereyra,ar ARG,MFFW,Watford,26,1991,32,1624,51,47.5,18.0,18,,14,,0,1.06,23,34,-11,-0.61,-0.16,23.5,26.6,-3.1,-0.17,+0.24,Matches
446,Ayoze PÃ©rez\Ayoze-Perez,es ESP,MFFW,Newcastle Utd,24,1993,36,2492,69,72.9,27.7,28,,8,,2,1.22,33,28,+5,+0.18,+1.44,34.0,35.0,-1.0,-0.04,+0.86,Matches
447,Matt Phillips\Matt-Phillips,sco SCO,MFFW,West Brom,26,1991,30,2093,70,61.2,23.3,23,,7,,1,0.93,24,31,-7,-0.30,+0.92,21.8,27.6,-5.8,-0.25,+0.24,Matches
448,Jordan Pickford\Jordan-Pickford,eng ENG,GK,Everton,23,1994,38,3420,90,100.0,38.0,38,,0,,0,1.29,44,58,-14,-0.37,,40.6,51.2,-10.5,-0.28,,Matches
449,JÃ©rÃ©my Pied\Jeremy-Pied,fr FRA,DF,Southampton,28,1989,2,180,90,5.3,2.0,2,,0,,11,0.50,2,3,-1,-0.50,0.00,1.9,3.0,-1.0,-0.52,-0.38,Matches
450,Erik Pieters\Erik-Pieters,nl NED,DFMF,Stoke City,28,1988,31,2718,88,79.5,30.2,30,,1,,1,0.90,29,50,-21,-0.70,+0.84,29.2,45.6,-16.4,-0.54,+0.19,Matches
451,Paul Pogba\Paul-Pogba,fr FRA,MF,Manchester Utd,24,1993,27,2148,80,62.8,23.9,25,,2,,0,2.19,49,20,+29,+1.22,+0.44,40.3,25.2,+15.0,+0.63,+0.47,Matches
452,Nick Pope\Nick-Pope,eng ENG,GK,Burnley,25,1992,35,3115,89,91.1,34.6,34,,1,,3,1.43,31,35,-4,-0.12,-0.41,31.0,43.7,-12.7,-0.37,-0.28,Matches
453,Alex Pritchard\Alex-Pritchard,eng ENG,MFFW,Huddersfield,24,1993,14,998,71,29.2,11.1,12,,2,,2,0.93,8,12,-4,-0.36,+0.61,11.0,14.2,-3.1,-0.28,+0.42,Matches
454,Sebastian PrÃ¶dl\Sebastian-Prodl,at AUT,DF,Watford,30,1987,21,1570,75,45.9,17.4,17,,4,,6,1.05,15,29,-14,-0.80,-0.51,18.2,26.3,-8.1,-0.47,-0.31,Matches
455,Davy PrÃ¶pper\Davy-Propper,nl NED,MF,Brighton,25,1991,35,3119,89,91.2,34.7,35,,0,,0,1.09,31,50,-19,-0.55,-0.25,33.7,44.4,-10.6,-0.31,+0.15,Matches
456,Marc Pugh\Marc-Pugh,eng ENG,MFFW,Bournemouth,30,1987,20,985,49,28.8,10.9,11,,9,,11,1.50,11,17,-6,-0.55,-0.18,12.4,15.6,-3.2,-0.30,+0.13,Matches
457,Jason Puncheon\Jason-Puncheon,eng ENG,MFFW,Crystal Palace,31,1986,10,645,65,18.9,7.2,6,,4,,9,0.50,0,14,-14,-1.95,-2.08,7.7,10.0,-2.3,-0.37,-0.58,Matches
458,Collin Quaner\Collin-Quaner,de GER,FWMF,Huddersfield,26,1991,26,1280,49,37.4,14.2,13,,13,,5,1.08,13,23,-10,-0.70,+0.14,14.9,23.7,-8.8,-0.62,-0.07,Matches
459,Domingos Quina\Domingos-Quina,pt POR,MF,West Ham,17,1999,0,,,,,0,,0,,8,,,,,,,,,,,,Matches
460,Erdal Rakip\Erdal-Rakip,se SWE,MF,Crystal Palace,21,1996,0,,,,,0,,0,,3,,,,,,,,,,,,Matches
461,Sandro RamÃ­rez\Sandro-Ramirez,es ESP,FWMF,Everton,22,1995,8,278,35,8.1,3.1,3,,5,,4,1.00,1,8,-7,-2.27,-2.07,1.9,5.3,-3.4,-1.10,-0.90,Matches
462,Aaron Ramsdale\Aaron-Ramsdale,eng ENG,GK,Bournemouth,19,1998,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
463,Aaron Ramsey\Aaron-Ramsey,wal WAL,MF,Arsenal,26,1990,24,1846,77,54.0,20.5,21,,3,,0,1.83,42,24,+18,+0.88,+0.59,39.6,24.8,+14.9,+0.72,+0.89,Matches
464,Ã€ngel Rangel\Angel-Rangel,es ESP,DF,Swansea City,34,1982,4,156,39,4.6,1.7,2,,2,,17,1.00,1,3,-2,-1.15,-0.44,3.0,2.1,+0.9,+0.50,+1.29,Matches
465,Marcus Rashford\Marcus-Rashford,eng ENG,FWMF,Manchester Utd,19,1997,35,1813,52,53.0,20.1,17,,18,,2,2.23,34,16,+18,+0.89,-0.34,28.7,19.6,+9.1,+0.45,0.00,Matches
466,Nathan Redmond\Nathan-Redmond,eng ENG,FWMF,Southampton,23,1994,31,1945,63,56.9,21.6,22,,9,,4,0.97,14,31,-17,-0.79,-0.66,22.2,26.3,-4.1,-0.19,-0.07,Matches
467,Winston Reid\Winston-Reid,nz NZL,DF,West Ham,29,1988,17,1452,85,42.5,16.1,17,,0,,3,1.00,14,27,-13,-0.81,-0.49,14.5,19.7,-5.1,-0.32,+0.34,Matches
468,Declan Rice\Declan-Rice,eng ENG,DFMF,West Ham,18,1999,26,1430,55,41.8,15.9,15,,11,,10,1.23,24,29,-5,-0.31,+0.36,16.5,26.5,-10.1,-0.64,-0.21,Matches
469,Richarlison\Richarlison,br BRA,FWMF,Watford,20,1997,38,2823,74,82.5,31.4,32,,6,,0,1.08,31,54,-23,-0.73,-1.19,35.8,48.5,-12.7,-0.40,-0.59,Matches
470,JaÃ¯ro Riedewald\Jairo-Riedewald,nl NED,MFDF,Crystal Palace,20,1996,12,442,37,12.9,4.9,4,,8,,17,1.08,3,6,-3,-0.61,-0.40,6.3,6.8,-0.5,-0.11,-0.25,Matches
471,Matt Ritchie\Matt-Ritchie,sco SCO,MFFW,Newcastle Utd,27,1989,35,2804,80,82.0,31.2,32,,3,,3,1.26,35,35,0,0.00,+1.17,37.7,42.2,-4.5,-0.14,+0.71,Matches
472,Connor Roberts\Connor-Roberts,wal WAL,MF,Swansea City,21,1995,4,268,67,7.8,3.0,3,,1,,5,0.25,0,4,-4,-1.34,-0.66,2.4,4.4,-1.9,-0.65,+0.09,Matches
473,Andrew Robertson\Andrew-Robertson,sco SCO,DF,Liverpool,23,1994,22,1940,88,56.7,21.6,22,,0,,5,2.14,53,18,+35,+1.62,+0.95,42.4,15.1,+27.3,+1.26,+0.67,Matches
474,Joel Robles\Joel-Robles,es ESP,GK,Everton,27,1990,0,,,,,0,,0,,30,,,,,,,,,,,,Matches
475,Hal Robson-Kanu\Hal-Robson-Kanu,wal WAL,FWMF,West Brom,28,1989,21,827,39,24.2,9.2,8,,13,,5,0.86,5,14,-9,-0.98,-0.42,10.1,12.4,-2.3,-0.25,+0.12,Matches
476,Joe Rodon\Joe-Rodon,wal WAL,DF,Swansea City,19,1997,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
477,Jay Rodriguez\Jay-Rodriguez,eng ENG,FWMF,West Brom,28,1989,37,2812,76,82.2,31.2,31,,6,,1,0.81,24,41,-17,-0.54,+0.64,27.9,40.1,-12.3,-0.39,-0.28,Matches
478,Marcos Rojo\Marcos-Rojo,ar ARG,DF,Manchester Utd,27,1990,9,640,71,18.7,7.1,8,,1,,11,2.11,13,8,+5,+0.70,-0.43,8.8,10.3,-1.4,-0.20,-0.81,Matches
479,Sergio Romero\Sergio-Romero,ar ARG,GK,Manchester Utd,30,1987,1,90,90,2.6,1.0,1,,0,,29,3.00,1,0,+1,+1.00,-0.05,0.7,0.6,+0.2,+0.15,-0.31,Matches
480,Oriol Romeu\Oriol-Romeu,es ESP,MF,Southampton,25,1991,34,2897,85,84.7,32.2,34,,0,,3,0.94,27,47,-20,-0.62,-0.79,32.9,41.7,-8.8,-0.27,-0.76,Matches
481,SalomÃ³n RondÃ³n\Salomon-Rondon,ve VEN,FW,West Brom,27,1989,36,2767,77,80.9,30.7,32,,4,,1,0.81,25,48,-23,-0.75,-0.47,26.5,40.1,-13.6,-0.44,-0.53,Matches
482,Wayne Rooney\Wayne-Rooney,eng ENG,MFFW,Everton,31,1985,31,2268,73,66.3,25.2,27,,4,,3,1.45,30,33,-3,-0.12,+0.74,26.6,32.3,-5.8,-0.23,+0.15,Matches
483,Danny Rose\Danny-Rose,eng ENG,DFMF,Tottenham,27,1990,10,800,80,23.4,8.9,9,,1,,10,2.10,18,14,+4,+0.45,-0.72,14.3,11.8,+2.5,+0.28,-0.77,Matches
484,Liam Rosenior\Liam-Rosenior,eng ENG,DF,Brighton,33,1984,3,164,55,4.8,1.8,1,,2,,5,1.33,2,3,-1,-0.55,-0.02,1.5,2.1,-0.6,-0.33,-0.01,Matches
485,Wayne Routledge\Wayne-Routledge,eng ENG,MFFW,Swansea City,32,1985,15,429,29,12.5,4.8,4,,11,,12,0.80,1,11,-10,-2.10,-1.56,3.7,9.8,-6.1,-1.30,-0.65,Matches
486,Antonio RÃ¼diger\Antonio-Rudiger,de GER,DF,Chelsea,24,1993,27,2338,87,68.4,26.0,25,,2,,9,2.04,46,22,+24,+0.92,+0.92,39.4,21.0,+18.4,+0.71,+0.36,Matches
487,Mathew Ryan\Mathew-Ryan,au AUS,GK,Brighton,25,1992,38,3420,90,100.0,38.0,38,,0,,0,1.05,34,54,-20,-0.53,,37.4,49.6,-12.2,-0.32,,Matches
488,Abdelhamid Sabiri\Abdelhamid-Sabiri,de GER,MFDF,Huddersfield,20,1996,5,220,44,6.4,2.4,2,,3,,8,0.40,1,5,-4,-1.64,-0.91,1.8,3.4,-1.6,-0.67,-0.10,Matches
489,Henri Saivet\Henri-Saivet,sn SEN,MF,Newcastle Utd,26,1990,1,83,83,2.4,0.9,1,,0,,3,3.00,3,2,+1,+1.08,+1.33,1.5,1.7,-0.3,-0.29,-0.02,Matches
490,Diafra Sakho\Diafra-Sakho,sn SEN,FWMF,West Ham,27,1989,14,306,22,8.9,3.4,0,,14,,4,1.07,5,11,-6,-1.76,-1.36,4.3,9.0,-4.8,-1.47,-1.05,Matches
491,Mamadou Sakho\Mamadou-Sakho,fr FRA,DF,Crystal Palace,27,1990,19,1600,84,46.8,17.8,18,,1,,2,1.47,24,23,+1,+0.06,+0.60,26.6,22.9,+3.7,+0.21,+0.18,Matches
492,Bakary Sako\Bakary-Sako,ml MLI,FWMF,Crystal Palace,29,1988,16,478,30,14.0,5.3,4,,12,,4,1.06,10,10,0,0.00,+0.31,7.9,6.4,+1.6,+0.30,+0.22,Matches
493,Mohamed Salah\Mohamed-Salah,eg EGY,FWMF,Liverpool,25,1992,36,2907,81,85.0,32.3,34,,2,,0,1.97,77,30,+47,+1.46,+1.63,63.5,26.9,+36.5,+1.13,+1.03,Matches
494,Renato Sanches\Renato-Sanches,pt POR,MF,Swansea City,19,1997,12,702,59,20.5,7.8,9,,3,,5,0.42,3,10,-7,-0.90,-0.20,5.0,11.1,-6.2,-0.79,-0.07,Matches
495,Alexis SÃ¡nchez\Alexis-Sanchez,cl CHI,FWMF,Manchester Utd,28,1988,12,1043,87,30.5,11.6,12,,0,,1,2.08,17,11,+6,+0.52,-0.77,15.6,11.1,+4.5,+0.39,-0.09,Matches
496,Alexis SÃ¡nchez\Alexis-Sanchez,cl CHI,FWMF,Arsenal,28,1988,19,1503,79,43.9,16.7,17,,2,,0,1.89,31,21,+10,+0.60,-0.01,28.6,23.4,+5.1,+0.31,-0.02,Matches
497,Davinson SÃ¡nchez\Davinson-Sanchez,co COL,DF,Tottenham,21,1996,31,2534,82,74.1,28.2,29,,2,,1,2.16,53,21,+32,+1.14,+0.53,49.8,23.0,+26.8,+0.95,+0.34,Matches
498,Leroy SanÃ©\Leroy-Sane,de GER,FW,Manchester City,21,1996,32,2419,76,70.7,26.9,27,,5,,2,2.63,72,22,+50,+1.86,-0.75,54.9,16.2,+38.7,+1.44,-0.32,Matches
499,Ezequiel Schelotto\Ezequiel-Schelotto,it ITA,DF,Brighton,28,1989,20,1318,66,38.5,14.6,15,,5,,14,0.90,16,30,-14,-0.96,-0.70,19.2,22.3,-3.1,-0.21,+0.17,Matches
500,Christopher Schindler\Christopher-Schindler,de GER,DF,Huddersfield,27,1990,37,3265,88,95.5,36.3,37,,0,,0,1.00,28,53,-25,-0.69,+2.21,31.2,51.8,-20.6,-0.57,+0.19,Matches
501,Jeffrey Schlupp\Jeffrey-Schlupp,gh GHA,DFMF,Crystal Palace,24,1992,24,1745,73,51.0,19.4,21,,3,,3,1.25,22,30,-8,-0.41,-0.31,26.1,25.6,+0.5,+0.02,-0.18,Matches
502,Kasper Schmeichel\Kasper-Schmeichel,dk DEN,GK,Leicester City,30,1986,33,2965,90,86.7,32.9,33,,0,,0,1.30,49,47,+2,+0.06,+1.25,41.9,40.6,+1.3,+0.04,+0.67,Matches
503,Morgan Schneiderlin\Morgan-Schneiderlin,fr FRA,MF,Everton,27,1989,30,2130,71,62.3,23.7,24,,6,,4,1.33,22,38,-16,-0.68,-0.82,22.3,31.2,-8.9,-0.38,-0.26,Matches
504,Kyle Scott\Kyle-Scott,eng ENG,MF,Chelsea,19,1997,0,,,,,0,,0,,3,,,,,,,,,,,,Matches
505,Xherdan Shaqiri\Xherdan-Shaqiri,ch SUI,FWMF,Stoke City,25,1991,36,3039,84,88.9,33.8,36,,0,,1,0.92,30,58,-28,-0.83,+0.35,31.8,52.3,-20.5,-0.61,-0.22,Matches
506,Luke Shaw\Luke-Shaw,eng ENG,DF,Manchester Utd,22,1995,11,790,72,23.1,8.8,8,,3,,10,2.18,14,2,+12,+1.37,+0.41,13.0,7.4,+5.6,+0.64,+0.25,Matches
507,Ryan Shawcross\Ryan-Shawcross,eng ENG,DF,Stoke City,29,1987,27,2371,88,69.3,26.3,27,,0,,2,1.00,26,40,-14,-0.53,+1.10,27.6,38.8,-11.2,-0.42,+0.52,Matches
508,Jonjo Shelvey\Jonjo-Shelvey,eng ENG,MF,Newcastle Utd,25,1992,30,2270,76,66.4,25.2,25,,5,,3,1.13,25,28,-3,-0.12,+0.27,26.8,36.2,-9.4,-0.37,-0.31,Matches
509,Steve Sidwell\Steve-Sidwell,eng ENG,MF,Brighton,34,1982,0,,,,,0,,0,,2,,,,,,,,,,,,Matches
510,Gylfi SigurÃ°sson\Gylfi-Sigurdsson,is ISL,MFFW,Everton,27,1989,27,2259,84,66.1,25.1,25,,2,,2,1.26,31,40,-9,-0.36,+0.03,28.0,36.2,-8.1,-0.32,-0.14,Matches
511,Adrien Silva\Adrien-Silva,pt POR,MFFW,Leicester City,28,1989,12,761,63,22.3,8.5,9,,3,,3,1.00,13,18,-5,-0.59,-0.63,9.6,11.9,-2.2,-0.26,-0.28,Matches
512,Bernardo Silva\Bernardo-Silva,pt POR,FWMF,Manchester City,22,1994,35,1533,44,44.8,17.0,15,,20,,3,2.60,46,10,+36,+2.11,+0.06,32.0,10.9,+21.2,+1.25,-0.50,Matches
513,David Silva\David-Silva,es ESP,MF,Manchester City,31,1986,29,2430,84,71.1,27.0,28,,1,,1,2.76,78,18,+60,+2.22,+0.49,58.2,15.8,+42.4,+1.57,+0.12,Matches
514,Danny Simpson\Danny-Simpson,eng ENG,DF,Leicester City,30,1987,28,2306,82,67.4,25.6,27,,1,,2,1.36,40,41,-1,-0.04,+0.20,30.6,32.9,-2.3,-0.09,-0.12,Matches
515,Jack Simpson\Jack-Simpson,eng ENG,DF,Bournemouth,20,1997,1,71,71,2.1,0.8,1,,0,,16,0.00,0,2,-2,-2.54,-2.16,0.2,0.8,-0.6,-0.75,-0.37,Matches
516,Josh Sims\Josh-Sims,eng ENG,FWMF,Southampton,20,1997,6,163,27,4.8,1.8,1,,5,,4,0.50,1,2,-1,-0.55,-0.05,2.4,1.1,+1.3,+0.75,+0.96,Matches
517,Jerome Sinclair\Jerome-Sinclair,eng ENG,MFFW,Watford,20,1996,4,31,8,0.9,0.3,0,,4,,9,0.75,0,1,-1,-2.90,-2.40,0.7,1.1,-0.4,-1.46,-1.17,Matches
518,Moussa Sissoko\Moussa-Sissoko,fr FRA,MFFW,Tottenham,27,1989,32,1386,43,40.5,15.4,15,,17,,5,2.09,27,18,+9,+0.58,-0.70,28.2,13.5,+14.7,+0.95,+0.14,Matches
519,JiÅ™Ã­ SkalÃ¡k\Jiri-Skalak,cz CZE,FWMF,Brighton,25,1992,0,,,,,0,,0,,3,,,,,,,,,,,,Matches
520,Islam Slimani\Islam-Slimani,dz ALG,FW,Leicester City,29,1988,12,249,21,7.3,2.8,2,,10,,7,1.00,4,3,+1,+0.36,+0.50,3.5,2.3,+1.2,+0.45,+0.54,Matches
521,Islam Slimani\Islam-Slimani,dz ALG,FW,Newcastle Utd,29,1988,4,132,33,3.9,1.5,1,,3,,0,1.50,2,1,+1,+0.68,+0.93,1.8,0.9,+0.9,+0.65,+0.95,Matches
522,Chris Smalling\Chris-Smalling,eng ENG,DF,Manchester Utd,27,1989,29,2536,87,74.2,28.2,28,,1,,6,2.07,46,24,+22,+0.78,-1.05,38.8,33.1,+5.7,+0.20,-0.97,Matches
523,Adam Smith\Adam-Smith,eng ENG,DFMF,Bournemouth,26,1991,27,2071,77,60.6,23.0,22,,5,,1,1.07,24,38,-14,-0.61,-0.47,25.5,35.2,-9.7,-0.42,-0.08,Matches
524,Brad Smith\Brad-Smith,au AUS,DFMF,Bournemouth,23,1994,0,,,,,0,,0,,8,,,,,,,,,,,,Matches
525,Tommy Smith\Tommy-Smith,eng ENG,DF,Huddersfield,25,1992,24,1904,79,55.7,21.2,21,,3,,12,0.96,15,31,-16,-0.76,+0.07,14.9,31.5,-16.6,-0.78,-0.47,Matches
526,CÃ©dric Soares\Cedric-Soares,pt POR,DF,Southampton,25,1991,32,2794,87,81.7,31.0,32,,0,,0,1.00,31,44,-13,-0.42,+0.44,33.1,36.4,-3.2,-0.10,+0.29,Matches
527,Ramadan Sobhi\Ramadan-Sobhi,eg EGY,MFFW,Stoke City,20,1997,24,1238,52,36.2,13.8,12,,12,,12,0.88,9,30,-21,-1.53,-1.03,12.9,21.4,-8.5,-0.62,-0.06,Matches
528,Dominic Solanke\Dominic-Solanke,eng ENG,FW,Liverpool,19,1997,21,596,28,17.4,6.6,5,,16,,14,2.00,11,4,+7,+1.06,-0.19,12.3,4.7,+7.6,+1.17,+0.24,Matches
529,Pape SouarÃ©\Pape-Souare,sn SEN,DF,Crystal Palace,27,1990,1,9,9,0.3,0.1,0,,1,,16,3.00,0,0,0,0.00,+0.26,0.0,0.0,0.0,0.00,-0.11,Matches
530,Harry Souttar\Harry-Souttar,au AUS,DF,Stoke City,18,1998,0,,,,,0,,0,,5,,,,,,,,,,,,Matches
531,JuliÃ¡n Speroni\Julian-Speroni,ar ARG,GK,Crystal Palace,38,1979,11,990,90,28.9,11.0,11,,0,,18,1.27,16,14,+2,+0.18,+0.63,16.8,11.2,+5.6,+0.51,+0.56,Matches
532,Kostas Stafylidis\Kostas-Stafylidis,gr GRE,DFMF,Stoke City,23,1993,5,335,67,9.8,3.7,4,,1,,1,0.40,2,6,-4,-1.07,-0.23,1.7,5.6,-3.9,-1.05,-0.52,Matches
