Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off2,Matches
533,Junior Stanislas\Junior-Stanislas,eng ENG,MFFW,Bournemouth,27,1989,19,1286,68,37.6,14.3,17,,2,,0,1.00,18,22,-4,-0.28,+0.23,16.6,24.5,-7.8,-0.54,-0.25,Matches
534,Maarten Stekelenburg\Maarten-Stekelenburg,nl NED,GK,Everton,34,1982,0,,,,,0,,0,,8,,,,,,,,,,,,Matches
535,Dale Stephens\Dale-Stephens,eng ENG,MF,Brighton,28,1989,36,3240,90,94.7,36.0,36,,0,,0,1.11,34,50,-16,-0.44,+1.56,35.0,46.8,-11.8,-0.33,-0.17,Matches
536,Jack Stephens\Jack-Stephens,eng ENG,DF,Southampton,23,1994,22,1980,90,57.9,22.0,22,,0,,5,0.86,19,33,-14,-0.64,-0.32,22.4,29.2,-6.8,-0.31,-0.36,Matches
537,Dujon Sterling\Dujon-Sterling,eng ENG,DF,Chelsea,17,1999,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
538,Kazaiah Sterling\Kazaiah-Sterling,eng ENG,FW,Tottenham,18,1998,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
539,Raheem Sterling\Raheem-Sterling,eng ENG,FW,Manchester City,22,1994,33,2587,78,75.6,28.7,29,,4,,1,2.58,81,23,+58,+2.02,-0.25,66.7,17.2,+49.5,+1.72,+0.77,Matches
540,Carl Stewart\Carl-Stewart,eng ENG,MF,Watford,20,1997,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
541,John Stones\John-Stones,eng ENG,DF,Manchester City,23,1994,18,1302,72,38.1,14.5,16,,2,,4,2.61,44,11,+33,+2.28,+0.33,31.6,8.8,+22.9,+1.58,+0.07,Matches
542,Daniel Sturridge\Daniel-Sturridge,eng ENG,FW,West Brom,27,1989,6,118,20,3.5,1.3,2,,4,,1,1.00,2,5,-3,-2.29,-1.69,2.2,2.5,-0.2,-0.19,+0.16,Matches
543,Daniel Sturridge\Daniel-Sturridge,eng ENG,FW,Liverpool,27,1989,9,431,48,12.6,4.8,5,,4,,5,1.78,7,3,+4,+0.84,-0.43,9.1,3.8,+5.3,+1.10,+0.15,Matches
544,Isaac Success\Isaac-Success,ng NGA,FWMF,Watford,21,1996,0,,,,,0,,0,,6,,,,,,,,,,,,Matches
545,Ki Sung-yueng\Ki-Sung-yueng,kr KOR,MF,Swansea City,28,1989,25,1868,75,54.6,20.8,21,,4,,0,0.96,16,29,-13,-0.63,+0.24,16.2,30.4,-14.2,-0.68,+0.11,Matches
546,Andrew Surman\Andrew-Surman,eng ENG,MF,Bournemouth,30,1986,25,1856,74,54.3,20.6,20,,5,,11,1.00,20,29,-9,-0.44,-0.03,22.2,31.8,-9.6,-0.47,-0.16,Matches
547,Markus Suttner\Markus-Suttner,at AUT,DF,Brighton,30,1987,14,1179,84,34.5,13.1,13,,1,,8,0.93,9,18,-9,-0.69,-0.25,11.4,17.9,-6.5,-0.49,-0.26,Matches
548,Lasse SÃ¸rensen\Lasse-Sorensen,dk DEN,MF,Stoke City,17,1999,1,75,75,2.2,0.8,1,,0,,2,3.00,2,1,+1,+1.20,+2.11,1.6,1.9,-0.3,-0.34,+0.25,Matches
549,Alexander SÃ¸rloth\Alexander-Sorloth,no NOR,FW,Crystal Palace,21,1995,4,360,90,10.5,4.0,4,,0,,5,0.00,4,9,-5,-1.25,-1.10,4.1,7.8,-3.7,-0.93,-1.16,Matches
550,DuÅ¡an TadiÄ‡\Dusan-Tadic,rs SRB,MFFW,Southampton,28,1988,36,2791,78,81.6,31.0,34,,2,,2,1.00,32,43,-11,-0.35,+0.79,34.0,38.0,-4.0,-0.13,+0.17,Matches
551,Matt Targett\Matt-Targett,eng ENG,DF,Southampton,21,1995,2,166,83,4.9,1.8,2,,0,,4,0.50,2,6,-4,-2.17,-1.75,2.2,3.8,-1.6,-0.88,-0.76,Matches
552,James Tarkowski\James-Tarkowski,eng ENG,DF,Burnley,24,1992,31,2790,90,81.6,31.0,31,,0,,0,1.58,31,30,+1,+0.03,+0.60,29.5,36.4,-6.9,-0.22,+0.65,Matches
553,Charlie Taylor\Charlie-Taylor,eng ENG,DF,Burnley,23,1993,11,950,86,27.8,10.6,10,,1,,18,0.73,6,12,-6,-0.57,-0.68,8.5,16.4,-7.9,-0.75,-0.56,Matches
554,Kyle Taylor\Kyle-Taylor,eng ENG,MF,Bournemouth,18,1999,0,,,,,0,,0,,4,,,,,,,,,,,,Matches
555,Stuart Taylor\Stuart-Taylor,eng ENG,GK,Southampton,36,1980,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
556,George Thomas\George-Thomas,wal WAL,FWMF,Leicester City,20,1997,0,,,,,0,,0,,3,,,,,,,,,,,,Matches
557,James Tomkins\James-Tomkins,eng ENG,DF,Crystal Palace,28,1989,28,2387,85,69.8,26.5,27,,1,,6,1.39,40,31,+9,+0.34,+1.99,42.3,31.3,+11.0,+0.41,+1.00,Matches
558,Fikayo Tomori\Fikayo-Tomori,eng ENG,DF,Chelsea,19,1997,0,,,,,0,,0,,3,,,,,,,,,,,,Matches
559,Cenk Tosun\Cenk-Tosun,tr TUR,FW,Everton,26,1991,14,986,70,28.8,11.0,12,,2,,2,1.14,10,13,-3,-0.27,+0.13,10.5,13.0,-2.5,-0.23,+0.07,Matches
560,Yaya TourÃ©\Yaya-Toure,ci CIV,MF,Manchester City,34,1983,10,236,24,6.9,2.6,1,,9,,18,2.80,6,2,+4,+1.53,-0.59,4.8,3.3,+1.5,+0.58,-1.02,Matches
561,Andros Townsend\Andros-Townsend,eng ENG,FWMF,Crystal Palace,26,1991,36,3120,87,91.2,34.7,35,,1,,1,1.14,39,48,-9,-0.26,+0.04,48.1,44.5,+3.7,+0.11,-0.08,Matches
562,Kieran Trippier\Kieran-Trippier,eng ENG,DFMF,Tottenham,26,1990,24,1914,80,56.0,21.3,21,,3,,11,1.88,37,21,+16,+0.75,-0.56,34.3,22.6,+11.7,+0.55,-0.72,Matches
563,Nathan Trott\Nathan-Trott,eng ENG,GK,West Ham,18,1998,0,,,,,0,,0,,3,,,,,,,,,,,,Matches
564,Axel Tuanzebe\Axel-Tuanzebe,eng ENG,FW,Manchester Utd,19,1997,1,1,1,0.0,0.0,0,,1,,3,3.00,0,0,0,0.00,-1.05,0.0,0.0,0.0,,,Matches
565,Josh Tymon\Josh-Tymon,eng ENG,DF,Stoke City,18,1999,3,163,54,4.8,1.8,2,,1,,5,0.00,0,9,-9,-4.97,-4.31,1.5,4.0,-2.5,-1.40,-0.86,Matches
566,Leonardo Ulloa\Leonardo-Ulloa,ar ARG,FW,Brighton,31,1986,10,267,27,7.8,3.0,2,,8,,3,1.10,2,3,-1,-0.34,+0.21,3.0,5.1,-2.2,-0.74,-0.46,Matches
567,Leonardo Ulloa\Leonardo-Ulloa,ar ARG,FW,Leicester City,31,1986,4,22,6,0.6,0.2,0,,4,,4,1.50,0,1,-1,-4.09,-4.01,0.8,0.3,+0.4,+2.17,+2.23,Matches
568,Fredrik Ulvestad\Fredrik-Ulvestad,no NOR,DFMF,Burnley,25,1992,0,,,,,0,,0,,3,,,,,,,,,,,,Matches
569,Antonio Valencia\Antonio-Valencia,ec ECU,DF,Manchester Utd,31,1985,31,2740,88,80.1,30.4,31,,0,,1,2.23,57,22,+35,+1.15,+0.49,47.4,33.2,+14.2,+0.47,+0.07,Matches
570,Jamie Vardy\Jamie-Vardy,eng ENG,FW,Leicester City,30,1987,37,3247,88,94.9,36.1,37,,0,,0,1.19,52,57,-5,-0.14,-0.66,45.1,47.0,-1.9,-0.05,-0.01,Matches
571,Jan Vertonghen\Jan-Vertonghen,be BEL,DF,Tottenham,30,1987,36,3203,89,93.7,35.6,36,,0,,0,1.97,67,31,+36,+1.01,+0.18,63.1,31.4,+31.7,+0.89,+0.38,Matches
572,Nikola VlaÅ¡iÄ‡\Nikola-Vlasic,hr CRO,FWMF,Everton,19,1997,12,576,48,16.8,6.4,7,,5,,5,1.08,4,12,-8,-1.25,-1.06,6.1,7.4,-1.3,-0.20,+0.09,Matches
573,Sam Vokes\Sam-Vokes,wal WAL,FW,Burnley,27,1989,30,998,33,29.2,11.1,7,,23,,7,1.33,11,17,-6,-0.54,-0.65,11.7,14.3,-2.6,-0.24,+0.15,Matches
574,Michel Vorm\Michel-Vorm,nl NED,GK,Tottenham,33,1983,1,90,90,2.6,1.0,1,,0,,36,1.00,1,1,0,0.00,-1.03,2.0,0.9,+1.1,+1.11,+0.25,Matches
575,Molla WaguÃ©\Molla-Wague,ml MLI,DF,Watford,26,1991,6,438,73,12.8,4.9,5,,1,,7,1.17,7,8,-1,-0.21,+0.37,5.8,8.5,-2.8,-0.57,-0.30,Matches
576,Theo Walcott\Theo-Walcott,eng ENG,MFFW,Arsenal,28,1989,6,69,12,2.0,0.8,0,,6,,10,1.33,3,0,+3,+3.91,+3.38,1.6,0.6,+1.0,+1.50,+1.20,Matches
577,Theo Walcott\Theo-Walcott,eng ENG,FWMF,Everton,28,1989,14,1152,82,33.7,12.8,13,,1,,0,1.50,16,17,-1,-0.08,+0.44,14.0,16.7,-2.7,-0.21,+0.11,Matches
578,Kyle Walker\Kyle-Walker,eng ENG,DF,Manchester City,27,1990,32,2785,87,81.4,30.9,32,,0,,4,2.66,87,22,+65,+2.10,+0.12,66.8,19.3,+47.5,+1.53,+0.01,Matches
579,Kyle Walker-Peters\Kyle-Walker-Peters,eng ENG,DF,Tottenham,20,1997,3,189,63,5.5,2.1,2,,1,,11,3.00,8,4,+4,+1.90,+0.96,4.5,2.2,+2.4,+1.14,+0.29,Matches
580,Jonathan Walters\Jonathan-Walters,ie IRL,FW,Burnley,33,1983,3,39,13,1.1,0.4,0,,3,,7,1.33,0,2,-2,-4.62,-4.59,0.9,0.5,+0.4,+1.10,+1.46,Matches
581,Aaron Wan-Bissaka\Aaron-Wan-Bissaka,eng ENG,DF,Crystal Palace,19,1997,7,627,90,18.3,7.0,7,,0,,7,1.00,10,10,0,0.00,+0.32,10.3,10.8,-0.4,-0.06,-0.21,Matches
582,Victor Wanyama\Victor-Wanyama,ke KEN,MF,Tottenham,26,1991,18,846,47,24.7,9.4,8,,10,,2,2.22,20,11,+9,+0.96,-0.06,15.0,11.6,+3.4,+0.36,-0.66,Matches
583,Danny Ward\Danny-Ward,wal WAL,GK,Liverpool,24,1993,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
584,Joel Ward\Joel-Ward,eng ENG,DF,Crystal Palace,27,1989,19,1613,85,47.2,17.9,19,,0,,4,1.05,16,25,-9,-0.50,-0.45,22.1,22.1,0.0,0.00,-0.21,Matches
585,Stephen Ward\Stephen-Ward,ie IRL,DF,Burnley,31,1985,28,2460,88,71.9,27.3,28,,0,,1,1.75,29,27,+2,+0.07,+0.54,26.2,31.8,-5.6,-0.21,+0.49,Matches
586,James Ward-Prowse\James-Ward-Prowse,eng ENG,FWMF,Southampton,22,1994,30,1716,57,50.2,19.1,20,,10,,7,0.93,20,29,-9,-0.47,+0.06,19.5,21.7,-2.3,-0.12,+0.08,Matches
587,Ben Watson\Ben-Watson,eng ENG,MF,Watford,32,1985,8,456,57,13.3,5.1,6,,2,,13,0.88,3,12,-9,-1.78,-1.44,4.2,9.5,-5.3,-1.05,-0.86,Matches
588,Danny Welbeck\Danny-Welbeck,eng ENG,FWMF,Arsenal,26,1990,28,1194,43,34.9,13.3,12,,16,,2,1.39,20,20,0,0.00,-0.93,18.2,17.2,+1.1,+0.08,-0.36,Matches
589,Nahki Wells\Nahki-Wells,bm BER,FW,Burnley,27,1990,9,55,6,1.6,0.6,0,,9,,11,0.11,1,2,-1,-1.64,-1.58,1.9,1.9,0.0,-0.07,+0.28,Matches
590,Ashley Westwood\Ashley-Westwood,eng ENG,MF,Burnley,27,1990,19,1111,58,32.5,12.3,12,,7,,19,1.74,16,17,-1,-0.08,0.00,13.7,15.1,-1.4,-0.11,+0.34,Matches
591,Dean Whitehead\Dean-Whitehead,eng ENG,MF,Huddersfield,35,1982,4,71,18,2.1,0.8,0,,4,,6,0.00,1,3,-2,-2.54,-1.78,0.6,1.9,-1.2,-1.62,-1.06,Matches
592,Alfie Whiteman\Alfie-Whiteman,eng ENG,GK,Tottenham,18,1998,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
593,Georginio Wijnaldum\Georginio-Wijnaldum,nl NED,MF,Liverpool,26,1990,33,2387,72,69.8,26.5,27,,6,,2,2.03,60,23,+37,+1.40,+0.61,50.3,25.4,+24.9,+0.94,-0.12,Matches
594,Ashley Williams\Ashley-Williams,wal WAL,DF,Everton,32,1984,24,1834,76,53.6,20.4,20,,4,,5,1.21,23,31,-8,-0.39,-0.05,20.6,27.3,-6.7,-0.33,-0.11,Matches
595,Danny Williams\Danny-Williams,us USA,MF,Huddersfield,28,1989,20,1124,56,32.9,12.5,11,,9,,6,1.15,10,22,-12,-0.96,-0.26,9.0,19.6,-10.6,-0.85,-0.41,Matches
596,Willian\Willian,br BRA,FWMF,Chelsea,28,1988,36,1890,53,55.3,21.0,20,,16,,1,1.86,35,19,+16,+0.76,+0.29,28.9,15.9,+13.0,+0.62,+0.06,Matches
597,Joe Willock\Joe-Willock,eng ENG,MF,Arsenal,17,1999,2,82,41,2.4,0.9,1,,1,,3,0.00,1,3,-2,-2.20,-2.87,1.1,0.6,+0.5,+0.57,+0.26,Matches
598,Jack Wilshere\Jack-Wilshere,eng ENG,MF,Arsenal,25,1992,20,1193,60,34.9,13.3,12,,8,,6,1.90,27,16,+11,+0.83,+0.34,20.7,18.6,+2.2,+0.16,-0.24,Matches
599,Callum Wilson\Callum-Wilson,eng ENG,FW,Bournemouth,25,1992,28,1981,71,57.9,22.0,23,,5,,1,1.32,27,33,-6,-0.27,+0.35,28.1,31.7,-3.6,-0.16,+0.54,Matches
600,Kane Wilson\Kane-Wilson,eng ENG,DF,West Brom,17,2000,0,,,,,0,,0,,3,,,,,,,,,,,,Matches
601,Kevin Wimmer\Kevin-Wimmer,at AUT,DF,Tottenham,24,1992,0,,,,,0,,0,,2,,,,,,,,,,,,Matches
602,Kevin Wimmer\Kevin-Wimmer,at AUT,DF,Stoke City,24,1992,17,1323,78,38.7,14.7,14,,3,,2,0.94,17,32,-15,-1.02,-0.25,17.5,28.1,-10.7,-0.73,-0.24,Matches
603,Harry Winks\Harry-Winks,eng ENG,MF,Tottenham,21,1996,16,774,48,22.6,8.6,9,,7,,5,2.06,16,9,+7,+0.81,-0.24,13.6,8.9,+4.7,+0.55,-0.41,Matches
604,Chris Wood\Chris-Wood,nz NZL,FW,Burnley,25,1991,24,1624,68,47.5,18.0,20,,4,,1,1.67,22,11,+11,+0.61,+1.31,18.2,21.3,-3.1,-0.17,+0.33,Matches
605,Ben Woodburn\Ben-Woodburn,wal WAL,MF,Liverpool,17,1999,1,7,7,0.2,0.1,0,,1,,5,3.00,1,0,+1,+12.86,+11.67,0.2,0.0,+0.2,+3.18,+2.21,Matches
606,Freddie Woodman\Freddie-Woodman,eng ENG,GK,Newcastle Utd,20,1997,0,,,,,0,,0,,6,,,,,,,,,,,,Matches
607,Granit Xhaka\Granit-Xhaka,ch SUI,MF,Arsenal,24,1992,38,3260,86,95.3,36.2,37,,1,,0,1.66,72,50,+22,+0.61,+0.04,59.7,50.5,+9.3,+0.26,-1.38,Matches
608,Claudio Yacob\Claudio-Yacob,ar ARG,MF,West Brom,30,1987,16,903,56,26.4,10.0,9,,7,,18,0.69,5,17,-12,-1.20,-0.73,8.0,12.4,-4.4,-0.44,-0.13,Matches
609,DeAndre Yedlin\DeAndre-Yedlin,us USA,DF,Newcastle Utd,24,1993,34,2845,84,83.2,31.6,31,,3,,1,1.12,33,37,-4,-0.13,+0.50,35.0,41.5,-6.4,-0.20,+0.39,Matches
610,Maya Yoshida\Maya-Yoshida,jp JPN,DF,Southampton,28,1988,24,2051,85,60.0,22.8,23,,1,,8,0.96,22,31,-9,-0.39,+0.26,26.6,26.8,-0.2,-0.01,+0.37,Matches
611,Ashley Young\Ashley-Young,eng ENG,DF,Manchester Utd,32,1985,30,2442,81,71.4,27.1,28,,2,,2,1.97,44,26,+18,+0.66,-1.36,38.2,31.6,+6.6,+0.24,-0.74,Matches
612,Pablo Zabaleta\Pablo-Zabaleta,ar ARG,DFMF,West Ham,32,1985,37,3289,89,96.2,36.5,37,,0,,0,1.14,45,62,-17,-0.47,+1.60,35.6,53.4,-17.8,-0.49,+0.71,Matches
613,Wilfried Zaha\Wilfried-Zaha,ci CIV,FW,Crystal Palace,24,1992,29,2549,88,74.5,28.3,28,,1,,0,1.52,42,31,+11,+0.39,+2.56,45.2,31.4,+13.8,+0.49,+1.47,Matches
614,Davide Zappacosta\Davide-Zappacosta,it ITA,DFMF,Chelsea,25,1992,22,1098,50,32.1,12.2,12,,10,,9,2.09,21,15,+6,+0.49,-0.21,23.9,11.2,+12.7,+1.05,+0.66,Matches
615,Marvin Zeegelaar\Marvin-Zeegelaar,nl NED,DFMF,Watford,26,1990,12,994,83,29.1,11.0,12,,0,,5,1.17,18,17,+1,+0.09,+0.87,13.7,16.5,-2.8,-0.26,+0.06,Matches
616,Oleksandr Zinchenko\Oleksandr-Zinchenko,ua UKR,DF,Manchester City,20,1996,8,532,67,15.6,5.9,6,,2,,12,3.00,16,3,+13,+2.20,+0.14,11.0,3.1,+8.0,+1.34,-0.22,Matches
617,Kurt Zouma\Kurt-Zouma,fr FRA,DF,Stoke City,22,1994,34,2888,85,84.4,32.1,32,,2,,0,0.97,33,50,-17,-0.53,+2.18,33.7,47.5,-13.8,-0.43,+0.97,Matches
