Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off2,Matches
1,Patrick van Aanholt\Patrick-van-Aanholt,nl NED,DF,Crystal Palace,28,1990,22,1894,86,72.6,21.0,22,86,0,,0,1.50,17,24,-7,-0.33,-0.46,22.0,26.3,-4.2,-0.20,+0.48,Matches
2,Max Aarons\Max-Aarons,eng ENG,DF,Norwich City,19,2000,27,2430,90,93.1,27.0,27,90,0,,0,0.67,22,48,-26,-0.96,-0.46,31.4,42.8,-11.4,-0.42,+0.25,Matches
3,Tammy Abraham\Tammy-Abraham,eng ENG,FW,Chelsea,21,1997,25,1945,78,74.5,21.6,23,82,2,24,0,1.76,39,27,+12,+0.56,+0.56,37.9,20.9,+17.0,+0.79,+0.09,Matches
4,Che Adams\Che-Adams,eng ENG,FW,Southampton,23,1996,22,725,33,27.8,8.1,8,74,14,9,5,1.18,8,12,-4,-0.50,+0.12,9.5,10.0,-0.5,-0.06,-0.02,Matches
5,AdriÃ¡n\Adrian,es ESP,GK,Liverpool,32,1987,11,873,79,33.4,9.7,9,90,2,32,18,3.00,24,10,+14,+1.44,-0.16,17.9,9.9,+8.0,+0.82,-0.17,Matches
6,Sergio AgÃ¼ero\Sergio-Aguero,ar ARG,FW,Manchester City,31,1988,22,1401,64,55.6,15.6,17,78,5,16,2,2.00,40,18,+22,+1.41,+0.21,37.4,16.0,+21.4,+1.37,-0.05,Matches
7,Albian Ajeti\Albian-Ajeti,ch SUI,MFFW,West Ham,22,1997,8,127,16,4.9,1.4,0,,8,16,14,0.25,2,3,-1,-0.71,-0.20,2.6,1.7,+0.9,+0.63,+1.39,Matches
8,Nathan AkÃ©\Nathan-Ake,nl NED,DF,Bournemouth,24,1995,23,2015,88,77.2,22.4,23,88,0,,0,1.00,27,34,-7,-0.31,+1.35,27.7,34.0,-6.4,-0.28,+0.69,Matches
9,Marc Albrighton\Marc-Albrighton,eng ENG,MF,Leicester City,29,1989,14,477,34,18.3,5.3,3,81,11,21,15,1.71,14,7,+7,+1.32,+0.35,9.0,7.5,+1.5,+0.28,-0.15,Matches
10,Toby Alderweireld\Toby-Alderweireld,be BEL,DF,Tottenham,30,1989,27,2418,90,92.6,26.9,27,90,0,,2,1.48,43,36,+7,+0.26,+0.26,35.9,38.4,-2.5,-0.09,+0.70,Matches
11,Trent Alexander-Arnold\Trent-Alexander-Arnold,eng ENG,DF,Liverpool,20,1998,29,2550,88,97.7,28.3,28,89,1,50,0,2.83,64,21,+43,+1.52,-1.48,55.6,28.7,+26.9,+0.95,+0.72,Matches
12,Alisson\Alisson,br BRA,GK,Liverpool,26,1992,20,1734,87,66.4,19.3,20,87,0,,0,2.75,42,11,+31,+1.61,+0.17,38.5,19.6,+18.9,+0.98,+0.14,Matches
13,Thomas Allan\Thomas-Allan,eng ENG,MF,Newcastle Utd,19,1999,0,,,,,0,,0,,2,,,,,,,,,,,,Matches
14,Dele Alli\Dele-Alli,eng ENG,MFFW,Tottenham,23,1996,22,1764,80,67.6,19.6,20,86,2,21,3,1.41,30,24,+6,+0.31,+0.20,26.6,29.4,-2.8,-0.14,+0.01,Matches
15,Miguel AlmirÃ³n\Miguel-Almiron,py PAR,FWMF,Newcastle Utd,25,1994,28,2380,85,91.2,26.4,28,85,0,,0,1.25,24,37,-13,-0.49,+0.68,23.4,42.1,-18.6,-0.70,-0.01,Matches
16,Marcos Alonso\Marcos-Alonso,es ESP,DF,Chelsea,28,1990,11,858,78,32.9,9.5,9,87,2,38,7,2.55,27,7,+20,+2.10,+2.51,18.0,9.0,+9.0,+0.95,+0.28,Matches
17,Steven Alzate\Steven-Alzate,co COL,MFDF,Brighton,20,1998,19,1183,62,45.3,13.1,12,90,7,15,3,1.11,19,18,+1,+0.08,+0.64,16.6,18.6,-2.0,-0.15,+0.12,Matches
18,Ibrahim Amadou\Ibrahim-Amadou,fr FRA,DFMF,Norwich City,26,1993,11,756,69,29.0,8.4,8,84,3,27,9,0.73,8,20,-12,-1.43,-0.70,10.2,17.1,-6.9,-0.83,-0.54,Matches
19,Joseph Anang\Joseph-Anang,gh GHA,GK,West Ham,19,2000,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
20,Felipe Anderson\Felipe-Anderson,br BRA,MFFW,West Ham,26,1993,22,1415,64,54.2,15.7,19,74,3,6,1,0.95,21,26,-5,-0.32,+0.44,17.5,27.9,-10.4,-0.66,+0.07,Matches
21,Florin Andone\Florin-Andone,ro ROU,MFFW,Brighton,26,1993,3,71,24,2.7,0.8,1,29,2,21,0,1.33,2,0,+2,+2.54,+2.89,1.7,2.4,-0.7,-0.85,-0.65,Matches
22,AngeliÃ±o\Angelino,es ESP,DF,Manchester City,22,1997,6,422,70,16.7,4.7,4,90,2,31,9,2.00,11,7,+4,+0.85,-0.56,10.8,4.4,+6.4,+1.36,-0.04,Matches
23,Faustino Anjorin\Faustino-Anjorin,eng ENG,FW,Chelsea,17,2001,1,19,19,0.7,0.2,0,,1,19,0,3.00,0,0,0,0.00,-0.42,0.1,0.0,+0.1,+0.36,-0.41,Matches
24,Michail Antonio\Michail-Antonio,eng ENG,FWMF,West Ham,29,1990,15,1030,69,39.5,11.4,10,83,5,41,0,0.93,18,19,-1,-0.09,+0.71,14.3,20.1,-5.8,-0.51,+0.31,Matches
25,Stuart Armstrong\Stuart-Armstrong,sco SCO,MF,Southampton,27,1992,21,1140,54,43.7,12.7,12,86,9,13,2,1.29,22,18,+4,+0.32,+1.60,18.9,18.2,+0.8,+0.06,+0.18,Matches
26,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,Chelsea,24,1994,25,2250,90,86.2,25.0,25,90,0,,4,1.72,45,32,+13,+0.52,+0.77,44.9,23.4,+21.5,+0.86,+0.70,Matches
27,Bernard Ashley-Seal\Bernard-Ashley-Seal,eng ENG,FW,Wolves,20,1998,0,,,,,0,,0,,6,,,,,,,,,,,,Matches
28,Christian Atsu\Christian-Atsu,gh GHA,FWMF,Newcastle Utd,27,1992,18,733,41,28.1,8.1,6,82,12,20,6,1.17,4,14,-10,-1.23,-0.94,3.6,12.7,-9.1,-1.12,-0.58,Matches
29,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,30,1989,26,2304,89,91.4,25.6,26,89,0,,0,1.46,37,33,+4,+0.16,+0.16,34.4,37.0,-2.6,-0.10,+0.67,Matches
30,Serge Aurier\Serge-Aurier,ci CIV,DF,Tottenham,26,1992,24,1914,80,73.3,21.3,22,86,2,12,2,1.50,38,26,+12,+0.56,+1.21,29.0,30.2,-1.1,-0.05,+0.35,Matches
31,Brandon Austin\Brandon-Austin,eng ENG,GK,Tottenham,20,1999,0,,,,,0,,0,,4,,,,,,,,,,,,Matches
32,Jordan Ayew\Jordan-Ayew,gh GHA,FWMF,Crystal Palace,27,1991,28,2393,85,91.7,26.6,28,85,0,,1,1.39,23,27,-4,-0.15,+0.68,25.7,33.6,-7.9,-0.30,+0.41,Matches
33,CÃ©sar Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,29,1989,27,2420,90,92.7,26.9,27,90,0,,2,1.67,49,38,+11,+0.41,-0.06,45.6,26.8,+18.7,+0.70,-0.91,Matches
34,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,25,1994,2,102,51,3.9,1.1,1,90,1,12,4,3.00,3,0,+3,+2.65,+2.25,0.8,1.4,-0.5,-0.48,-1.04,Matches
35,Leighton Baines\Leighton-Baines,eng ENG,DF,Everton,34,1984,5,333,67,12.8,3.7,3,87,2,37,13,1.60,7,6,+1,+0.27,+0.67,8.0,5.3,+2.7,+0.73,+0.66,Matches
36,FabiÃ¡n Balbuena\Fabian-Balbuena,py PAR,DF,West Ham,27,1991,13,1080,83,41.4,12.0,12,90,1,0,16,0.85,12,22,-10,-0.83,-0.54,12.6,21.8,-9.2,-0.77,-0.12,Matches
37,George Baldock\George-Baldock,eng ENG,DF,Sheffield Utd,26,1993,28,2520,90,100.0,28.0,28,90,0,,0,1.54,30,25,+5,+0.18,,33.7,34.0,-0.3,-0.01,,Matches
38,Leon Balogun\Leon-Balogun,ng NGA,DF,Brighton,31,1988,0,,,,,0,,0,,4,,,,,,,,,,,,Matches
39,Tudor BÄƒluÈ›Äƒ\Tudor-Baluta,ro ROU,DFMF,Brighton,20,1999,0,,,,,0,,0,,3,,,,,,,,,,,,Matches
40,Beni Baningime\Beni-Baningime,cd COD,MF,Everton,20,1998,0,,,,,0,,0,,2,,,,,,,,,,,,Matches
41,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,34,1985,14,1260,90,48.3,14.0,14,90,0,,9,1.64,18,14,+4,+0.29,+0.95,17.9,16.3,+1.6,+0.12,+0.40,Matches
42,Ross Barkley\Ross-Barkley,eng ENG,MF,Chelsea,25,1993,13,675,52,25.9,7.5,8,72,5,20,7,1.92,18,7,+11,+1.47,+1.42,17.1,5.3,+11.7,+1.56,+1.08,Matches
43,Ashley Barnes\Ashley-Barnes,at AUT,FW,Burnley,29,1989,19,1361,72,52.1,15.1,17,77,2,24,0,1.26,19,21,-2,-0.13,+0.16,15.7,13.2,+2.5,+0.17,+0.54,Matches
44,Harvey Barnes\Harvey-Barnes,eng ENG,MF,Leicester City,21,1997,27,1719,64,65.9,19.1,20,76,7,29,2,1.81,34,16,+18,+0.94,-0.27,32.6,22.0,+10.6,+0.56,+0.43,Matches
45,Chris Basham\Chris-Basham,eng ENG,DF,Sheffield Utd,31,1988,28,2440,87,96.8,27.1,28,87,0,,0,1.54,26,25,+1,+0.04,-4.46,31.9,33.2,-1.3,-0.05,-1.21,Matches
46,Borja BastÃ³n\Borja-Baston,es ESP,MFFW,Aston Villa,26,1992,2,16,8,0.6,0.2,0,,2,8,0,0.00,0,2,-2,-11.25,-10.53,0.0,1.5,-1.4,-8.14,-7.26,Matches
47,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Chelsea,25,1993,16,225,14,8.6,2.5,1,68,15,10,10,1.50,5,8,-3,-1.20,-1.77,5.5,2.9,+2.6,+1.05,+0.32,Matches
48,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,23,1996,27,2428,90,93.0,27.0,27,90,0,,1,1.15,32,50,-18,-0.67,-1.16,37.9,39.2,-1.3,-0.05,-0.11,Matches
49,HÃ©ctor BellerÃ­n\Hector-Bellerin,es ESP,DF,Arsenal,24,1995,8,624,78,24.8,6.9,7,89,1,1,3,1.50,11,10,+1,+0.14,0.00,8.0,13.2,-5.2,-0.76,-0.80,Matches
50,Filip BenkoviÄ‡\Filip-Benkovic,hr CRO,DF,Leicester City,22,1997,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
51,Ryan Bennett\Ryan-Bennett,eng ENG,DF,Wolves,29,1990,11,604,55,23.1,6.7,7,75,4,21,5,1.45,6,9,-3,-0.45,-0.90,6.7,7.6,-0.9,-0.14,-0.67,Matches
52,Nabil Bentaleb\Nabil-Bentaleb,dz ALG,MF,Newcastle Utd,24,1994,3,270,90,10.3,3.0,3,90,0,,2,0.33,0,5,-5,-1.67,-1.24,1.9,4.8,-2.9,-0.97,-0.30,Matches
53,Christian Benteke\Christian-Benteke,be BEL,FW,Crystal Palace,28,1990,20,919,46,35.2,10.2,9,87,11,12,3,1.30,7,11,-4,-0.39,-0.29,11.2,14.2,-3.0,-0.29,+0.07,Matches
54,JÃ³hann Berg GuÃ°mundsson\Johann-Berg-Gudmundsson,is ISL,MF,Burnley,28,1990,7,401,57,15.4,4.5,4,78,3,30,2,1.00,7,4,+3,+0.67,+1.04,5.6,4.4,+1.1,+0.26,+0.41,Matches
55,Sander Berge\Sander-Berge,no NOR,MF,Sheffield Utd,21,1998,4,210,53,8.3,2.3,3,70,1,0,0,2.50,3,2,+1,+0.43,+0.27,2.5,2.5,-0.1,-0.03,-0.03,Matches
56,Steven Bergwijn\Steven-Bergwijn,nl NED,FWMF,Tottenham,21,1997,5,418,84,16.0,4.6,5,84,0,,0,1.40,6,8,-2,-0.43,-0.80,6.5,10.3,-3.8,-0.82,-0.80,Matches
57,Bernard\Bernard,br BRA,MFFW,Everton,26,1992,19,1023,54,39.2,11.4,13,67,6,25,5,1.37,13,10,+3,+0.26,+0.94,16.1,11.2,+4.9,+0.43,+0.45,Matches
58,Bernardo\Bernardo,br BRA,DF,Brighton,24,1995,10,541,54,20.7,6.0,6,79,4,17,7,0.80,6,12,-6,-1.00,-0.91,6.9,7.6,-0.7,-0.11,+0.14,Matches
59,Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,29,1989,24,2023,84,77.5,22.5,23,86,1,45,1,1.13,28,37,-9,-0.40,+0.83,33.1,31.0,+2.1,+0.09,+0.60,Matches
60,Muhamed BeÅ¡iÄ‡\Muhamed-Besic,ba BIH,MF,Sheffield Utd,26,1992,9,245,27,9.7,2.7,2,77,7,13,14,1.56,1,2,-1,-0.37,-0.60,4.1,3.9,+0.1,+0.04,+0.06,Matches
61,Philip Billing\Philip-Billing,dk DEN,MF,Bournemouth,23,1996,27,2166,80,83.0,24.1,25,85,2,26,1,1.00,25,36,-11,-0.46,+0.96,29.0,36.7,-7.6,-0.32,+0.73,Matches
62,Yves Bissouma\Yves-Bissouma,ml MLI,MF,Brighton,22,1996,13,667,51,25.6,7.4,8,74,5,14,7,0.85,4,7,-3,-0.40,-0.17,7.8,11.2,-3.4,-0.46,-0.32,Matches
63,Willy Boly\Willy-Boly,fr FRA,DF,Wolves,28,1991,13,1169,90,44.8,13.0,13,90,0,,1,1.54,16,9,+7,+0.54,+0.54,16.5,12.4,+4.1,+0.31,-0.12,Matches
64,GaÃ«tan Bong\Gaetan-Bong,cm CMR,MFDF,Brighton,31,1988,4,56,14,2.1,0.6,0,,4,14,0,1.25,0,3,-3,-4.82,-4.65,0.5,1.9,-1.4,-2.17,-2.00,Matches
65,Artur Boruc\Artur-Boruc,pl POL,GK,Bournemouth,39,1980,0,,,,,0,,0,,29,,,,,,,,,,,,Matches
66,Sofiane Boufal\Sofiane-Boufal,ma MAR,MFFW,Southampton,25,1993,19,759,40,29.1,8.4,8,73,11,16,7,0.84,10,18,-8,-0.95,-0.51,13.7,13.8,-0.2,-0.02,+0.03,Matches
67,Jarrod Bowen\Jarrod-Bowen,eng ENG,FWMF,West Ham,22,1996,4,184,46,7.0,2.0,2,84,2,8,0,0.75,3,2,+1,+0.49,+1.08,4.6,2.1,+2.5,+1.21,+2.05,Matches
68,Robbie Brady\Robbie-Brady,ie IRL,MF,Burnley,27,1992,14,396,28,15.2,4.4,5,65,9,8,10,0.93,5,10,-5,-1.14,-1.10,4.1,7.8,-3.7,-0.84,-0.89,Matches
69,Claudio Bravo\Claudio-Bravo,cl CHI,GK,Manchester City,36,1983,4,346,87,13.7,3.8,3,90,1,76,24,1.50,7,7,0,0.00,-1.53,5.4,4.9,+0.5,+0.13,-1.46,Matches
70,Rhian Brewster\Rhian-Brewster,eng ENG,FW,Liverpool,19,2000,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
71,Armando Broja\Armando-Broja,al ALB,FW,Chelsea,17,2001,1,4,4,0.2,0.0,0,,1,4,0,3.00,0,0,0,0.00,-0.41,0.0,0.0,0.0,+0.56,-0.20,Matches
72,Josh Brownhill\Josh-Brownhill,eng ENG,MF,Burnley,23,1995,1,,0,0.0,0.0,0,,1,0,3,3.00,0,0,0,,,0.0,0.7,-0.7,,,Matches
73,Emi BuendÃ­a\Emi-Buendia,ar ARG,FWMF,Norwich City,22,1996,28,2016,72,77.2,22.4,22,88,6,14,0,0.75,20,41,-21,-0.94,-0.03,26.8,35.5,-8.7,-0.39,+0.22,Matches
74,Dan Burn\Dan-Burn,eng ENG,DF,Brighton,27,1992,25,2149,86,82.3,23.9,25,86,0,,0,1.08,25,32,-7,-0.29,-0.10,27.1,34.5,-7.4,-0.31,-0.50,Matches
75,David Button\David-Button,eng ENG,GK,Brighton,30,1989,0,,,,,0,,0,,29,,,,,,,,,,,,Matches
76,Oskar Buur\Oskar-Buur,dk DEN,DFMF,Wolves,21,1998,0,,,,,0,,0,,6,,,,,,,,,,,,Matches
77,Sam Byram\Sam-Byram,eng ENG,DF,Norwich City,25,1993,17,1293,76,49.5,14.4,15,85,2,12,9,0.94,15,23,-8,-0.56,+0.74,18.9,19.4,-0.4,-0.03,+0.81,Matches
78,Willy Caballero\Willy-Caballero,ar ARG,GK,Chelsea,37,1981,4,360,90,13.8,4.0,4,90,0,,25,1.25,6,7,-1,-0.25,-0.77,5.4,4.7,+0.6,+0.16,-0.70,Matches
79,Gary Cahill\Gary-Cahill,eng ENG,DF,Crystal Palace,33,1985,20,1800,90,69.0,20.0,20,90,0,,2,1.30,18,26,-8,-0.40,-0.62,19.8,26.7,-6.9,-0.35,-0.04,Matches
80,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FW,Everton,22,1997,27,1912,71,73.3,21.2,22,83,5,16,2,1.26,30,35,-5,-0.24,+0.28,31.9,29.4,+2.5,+0.12,-0.13,Matches
81,VÃ­ctor Camarasa\Victor-Camarasa,es ESP,MF,Crystal Palace,25,1994,1,5,5,0.2,0.1,0,,1,5,10,0.00,0,0,0,0.00,+0.21,0.2,0.0,+0.1,+2.53,+2.87,Matches
82,JoÃ£o Cancelo\Joao-Cancelo,pt POR,DF,Manchester City,25,1994,11,782,71,31.0,8.7,8,90,3,21,17,2.00,19,10,+9,+1.04,-0.41,16.2,8.9,+7.3,+0.84,-0.81,Matches
83,Todd Cantwell\Todd-Cantwell,eng ENG,FW,Norwich City,21,1998,29,2080,72,79.7,23.1,25,81,4,14,0,0.72,18,40,-22,-0.95,-0.10,26.0,37.6,-11.6,-0.50,-0.30,Matches
84,Ã‰tienne Capoue\Etienne-Capoue,fr FRA,MF,Watford,31,1988,24,2140,89,82.0,23.8,24,89,0,,0,0.96,24,40,-16,-0.67,-0.48,28.3,36.3,-8.1,-0.34,-0.07,Matches
85,GonÃ§alo Cardoso\Goncalo-Cardoso,pt POR,DF,West Ham,18,2000,0,,,,,0,,0,,3,,,,,,,,,,,,Matches
86,Andy Carroll\Andy-Carroll,eng ENG,FW,Newcastle Utd,30,1989,13,508,39,19.5,5.6,4,86,9,18,2,1.54,7,7,0,0.00,+0.69,4.7,11.2,-6.5,-1.15,-0.56,Matches
87,Scott Carson\Scott-Carson,eng ENG,GK,Manchester City,33,1985,0,,,,,0,,0,,3,,,,,,,,,,,,Matches
88,Jonny Castro\Jonny-Castro,es ESP,DF,Wolves,25,1994,26,2197,85,84.2,24.4,25,87,1,16,1,1.50,33,29,+4,+0.16,-0.49,31.3,23.9,+7.4,+0.30,-0.49,Matches
89,Craig Cathcart\Craig-Cathcart,nir NIR,DF,Watford,30,1989,27,2355,87,90.2,26.2,27,87,0,,0,0.96,24,33,-9,-0.34,+2.48,30.2,35.1,-5.0,-0.19,+1.41,Matches
90,Dani Ceballos\Dani-Ceballos,es ESP,MF,Arsenal,22,1996,14,912,65,36.2,10.1,10,78,4,33,4,1.86,17,12,+5,+0.49,+0.55,12.8,14.0,-1.2,-0.12,+0.07,Matches
91,Nathaniel Chalobah\Nathaniel-Chalobah,eng ENG,MF,Watford,24,1994,15,778,52,29.8,8.6,9,77,6,14,12,1.40,10,10,0,0.00,+0.84,10.5,12.6,-2.1,-0.25,+0.12,Matches
92,Calum Chambers\Calum-Chambers,eng ENG,DF,Arsenal,24,1995,14,1103,79,43.8,12.3,13,81,1,45,5,1.29,16,15,+1,+0.08,-0.11,15.9,13.4,+2.5,+0.20,+0.64,Matches
93,James Chester\James-Chester,wal WAL,DF,Aston Villa,30,1989,0,,,,,0,,0,,6,,,,,,,,,,,,Matches
94,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Leicester City,22,1996,23,2060,90,78.9,22.9,23,90,0,,1,1.74,46,23,+23,+1.00,-0.14,35.8,29.9,+5.8,+0.26,-0.72,Matches
95,Tahith Chong\Tahith-Chong,nl NED,FWMF,Manchester Utd,19,1999,3,34,11,1.3,0.4,0,,3,11,4,2.00,0,0,0,0.00,-0.49,0.3,0.1,+0.2,+0.62,+0.11,Matches
96,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,21,1997,16,781,49,29.9,8.7,9,77,7,13,4,1.56,13,10,+3,+0.35,-0.98,9.2,9.3,0.0,0.00,-0.59,Matches
97,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,23,1996,15,1257,84,48.2,14.0,15,84,0,,11,1.47,25,24,+1,+0.07,-0.66,24.9,14.6,+10.3,+0.74,-0.05,Matches
98,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,29,1989,14,1188,85,45.5,13.2,14,85,0,,4,1.64,13,14,-1,-0.08,+0.87,11.1,21.5,-10.4,-0.79,-0.16,Matches
99,Leon Clarke\Leon-Clarke,eng ENG,MF,Sheffield Utd,34,1985,1,13,13,0.5,0.1,0,,1,13,0,0.00,0,0,0,0.00,-0.18,0.5,0.5,0.0,-0.01,0.00,Matches
100,Tom Cleverley\Tom-Cleverley,eng ENG,MF,Watford,29,1989,10,657,66,25.2,7.3,8,80,2,11,1,0.50,5,17,-12,-1.64,-1.41,10.9,15.3,-4.4,-0.61,-0.37,Matches
101,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,26,1993,29,2610,90,100.0,29.0,29,90,0,,0,1.48,41,34,+7,+0.24,,38.9,27.9,+11.0,+0.38,,Matches
102,SÃ©amus Coleman\Seamus-Coleman,ie IRL,DF,Everton,30,1988,18,1192,66,45.7,13.2,14,80,4,20,6,1.28,13,19,-6,-0.45,-0.26,17.6,17.5,+0.2,+0.01,-0.26,Matches
103,Aaron Connolly\Aaron-Connolly,ie IRL,FW,Brighton,19,2000,17,834,49,32.0,9.3,9,69,8,26,2,1.00,13,13,0,0.00,+0.41,11.4,11.5,-0.1,-0.01,+0.31,Matches
104,Lewis Cook\Lewis-Cook,eng ENG,MF,Bournemouth,22,1997,20,1004,50,38.5,11.2,11,81,9,12,5,0.95,12,19,-7,-0.63,-0.01,12.2,18.0,-5.8,-0.52,-0.13,Matches
105,Steve Cook\Steve-Cook,eng ENG,DF,Bournemouth,28,1991,22,1849,84,70.8,20.5,22,84,0,,2,0.82,22,35,-13,-0.63,-0.04,25.5,34.3,-8.8,-0.43,+0.05,Matches
106,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,30,1989,27,2368,88,90.7,26.3,27,88,0,,0,1.33,29,36,-7,-0.27,-0.64,30.3,32.0,-1.7,-0.07,+0.27,Matches
107,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,29,1989,23,2025,88,77.6,22.5,23,88,0,,0,0.83,28,40,-12,-0.53,-0.07,24.4,40.7,-16.3,-0.72,-0.12,Matches
108,Luke Cundle\Luke-Cundle,eng ENG,MF,Wolves,,,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
109,Patrick Cutrone\Patrick-Cutrone,it ITA,FW,Wolves,21,1998,12,292,24,11.2,3.2,3,66,9,10,8,1.67,6,6,0,0.00,-0.27,4.9,5.2,-0.3,-0.10,-0.54,Matches
110,Bernardo Costa Da Rosa\Bernardo-Costa-Da-Rosa,br BRA,MF,West Ham,18,2000,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
111,Diogo Dalot\Diogo-Dalot,pt POR,DF,Manchester Utd,20,1999,4,65,16,2.5,0.7,1,60,3,2,2,1.00,0,1,-1,-1.38,-1.92,1.1,1.0,+0.1,+0.11,-0.42,Matches
112,James Daly\James-Daly,eng ENG,FW,Crystal Palace,19,2000,0,,,,,0,,0,,3,,,,,,,,,,,,Matches
113,Charlie Daniels\Charlie-Daniels,eng ENG,DF,Bournemouth,32,1986,2,127,64,4.9,1.4,2,64,0,,1,1.50,2,2,0,0.00,+0.65,1.4,2.6,-1.3,-0.89,-0.47,Matches
114,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,32,1987,9,635,71,24.3,7.1,7,86,2,18,13,1.56,5,3,+2,+0.28,+0.65,7.5,9.8,-2.3,-0.33,0.00,Matches
115,Kevin Danso\Kevin-Danso,at AUT,DF,Southampton,20,1998,6,275,46,10.5,3.1,3,69,3,23,8,0.83,3,8,-5,-1.64,-1.17,3.3,6.3,-3.0,-0.98,-1.05,Matches
116,Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,28,1990,0,,,,,0,,0,,28,,,,,,,,,,,,Matches
117,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,26,1993,9,631,70,24.2,7.0,7,88,2,8,6,1.22,11,13,-2,-0.29,-0.69,9.3,10.3,-1.0,-0.14,0.00,Matches
118,Tom Davies\Tom-Davies,eng ENG,MF,Everton,21,1998,21,1368,65,52.4,15.2,15,86,6,13,6,1.33,18,26,-8,-0.53,-0.45,21.5,22.3,-0.8,-0.05,-0.43,Matches
119,Keinan Davis\Keinan-Davis,eng ENG,FW,Aston Villa,21,1998,8,129,16,5.1,1.4,0,,8,16,3,0.63,2,3,-1,-0.70,+0.09,2.7,2.4,+0.3,+0.23,+1.22,Matches
120,Craig Dawson\Craig-Dawson,eng ENG,DF,Watford,29,1990,20,1549,77,59.3,17.2,17,87,3,21,5,0.95,16,29,-13,-0.76,-0.42,21.3,26.9,-5.6,-0.33,0.00,Matches
121,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,28,1991,26,2156,83,85.6,24.0,25,85,1,33,0,2.19,61,20,+41,+1.71,+2.70,59.3,18.4,+40.9,+1.71,+2.13,Matches
122,Troy Deeney\Troy-Deeney,eng ENG,FW,Watford,31,1988,18,1506,84,57.7,16.7,17,87,1,34,2,1.06,18,20,-2,-0.12,+1.10,19.7,21.9,-2.2,-0.13,+0.47,Matches
123,Tom Dele-Bashiru\Tom-Dele-Bashiru,ng NGA,MF,Watford,19,1999,0,,,,,0,,0,,4,,,,,,,,,,,,Matches
124,Fabian Delph\Fabian-Delph,eng ENG,MF,Everton,29,1989,16,1189,74,45.6,13.2,13,86,3,22,1,1.19,17,24,-7,-0.53,-0.40,19.5,16.3,+3.2,+0.24,+0.16,Matches
125,Leander Dendoncker\Leander-Dendoncker,be BEL,DFMF,Wolves,24,1995,29,2280,79,87.4,25.3,26,86,3,14,0,1.48,35,29,+6,+0.24,-0.04,33.1,22.9,+10.2,+0.40,+0.17,Matches
126,Gerard Deulofeu\Gerard-Deulofeu,es ESP,FW,Watford,25,1994,28,2107,75,80.7,23.4,25,79,3,42,0,0.96,22,33,-11,-0.47,+0.60,26.1,36.4,-10.4,-0.44,-0.60,Matches
127,Eric Dier\Eric-Dier,eng ENG,MFDF,Tottenham,25,1994,14,891,64,34.1,9.9,10,83,4,17,13,2.07,20,18,+2,+0.20,-0.06,16.0,15.1,+0.9,+0.10,+0.37,Matches
128,Lucas Digne\Lucas-Digne,fr FRA,DF,Everton,26,1993,26,2245,86,86.0,24.9,26,86,0,,1,1.27,30,40,-10,-0.40,-0.65,32.6,31.0,+1.7,+0.07,-0.63,Matches
129,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,28,1991,29,2610,90,100.0,29.0,29,90,0,,0,2.83,66,21,+45,+1.55,,56.4,29.3,+27.1,+0.93,,Matches
130,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,22,1997,23,1956,85,74.9,21.7,22,89,1,2,4,0.91,25,42,-17,-0.78,-1.06,26.0,42.3,-16.3,-0.75,-0.21,Matches
