Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off2,Matches
421,Teemu Pukki\Teemu-Pukki,fi FIN,FW,Norwich City,29,1990,28,2486,89,95.2,27.6,28,89,0,,0,0.75,23,47,-24,-0.87,+1.31,31.0,43.4,-12.4,-0.45,-0.20,Matches
422,Christian Pulisic\Christian-Pulisic,us USA,FW,Chelsea,20,1998,16,1076,67,41.2,12.0,12,82,4,23,4,1.50,21,19,+2,+0.17,-0.42,20.6,12.5,+8.1,+0.68,-0.14,Matches
423,Ignacio Pussetto\Ignacio-Pussetto,ar ARG,FWMF,Watford,23,1995,6,56,9,2.1,0.6,0,,6,9,0,0.83,0,2,-2,-3.21,-2.69,0.1,1.9,-1.8,-2.87,-2.60,Matches
424,Domingos Quina\Domingos-Quina,pt POR,MF,Watford,19,1999,4,18,5,0.7,0.2,0,,4,5,9,0.75,1,2,-1,-5.00,-4.44,0.5,0.6,-0.1,-0.33,-0.01,Matches
425,Aaron Ramsdale\Aaron-Ramsdale,eng ENG,GK,Bournemouth,21,1998,28,2520,90,96.6,28.0,28,90,0,,0,0.96,29,44,-15,-0.54,+2.46,32.3,43.4,-11.2,-0.40,+1.22,Matches
426,Darren Randolph\Darren-Randolph,ie IRL,GK,West Ham,32,1987,2,180,90,6.9,2.0,2,90,0,,6,0.50,2,5,-3,-1.50,-1.06,2.8,4.2,-1.4,-0.72,-0.03,Matches
427,Marcus Rashford\Marcus-Rashford,eng ENG,FW,Manchester Utd,21,1997,22,1882,86,72.1,20.9,22,86,0,,0,1.55,35,23,+12,+0.57,+0.33,33.5,19.3,+14.2,+0.68,+0.60,Matches
428,Nathan Redmond\Nathan-Redmond,eng ENG,MFFW,Southampton,25,1994,23,1960,85,75.1,21.8,23,85,0,,0,1.17,27,43,-16,-0.73,-0.60,30.5,29.1,+1.4,+0.06,+0.43,Matches
429,Winston Reid\Winston-Reid,nz NZL,DF,West Ham,31,1988,0,,,,,0,,0,,3,,,,,,,,,,,,Matches
430,Pepe Reina\Pepe-Reina,es ESP,GK,Aston Villa,36,1982,6,540,90,21.4,6.0,6,90,0,,0,0.67,6,13,-7,-1.17,-0.48,6.0,12.9,-6.9,-1.14,-0.27,Matches
431,Panagiotis Retsos\Panagiotis-Retsos,gr GRE,DF,Sheffield Utd,20,1998,0,,,,,0,,0,,3,,,,,,,,,,,,Matches
432,Declan Rice\Declan-Rice,eng ENG,MF,West Ham,20,1999,29,2610,90,100.0,29.0,29,90,0,,0,0.93,35,50,-15,-0.52,,33.1,53.3,-20.2,-0.70,,Matches
433,Richarlison\Richarlison,br BRA,FW,Everton,22,1997,27,2358,87,90.3,26.2,27,87,0,,0,1.30,33,42,-9,-0.34,-0.34,36.8,33.8,+3.0,+0.12,-0.40,Matches
434,Diego Rico\Diego-Rico,es ESP,DF,Bournemouth,26,1993,21,1795,85,68.8,19.9,21,85,0,,7,1.05,21,27,-6,-0.30,+1.02,21.2,28.0,-6.8,-0.34,+0.32,Matches
435,JaÃ¯ro Riedewald\Jairo-Riedewald,nl NED,DF,Crystal Palace,22,1996,10,609,61,23.3,6.8,6,82,4,29,9,1.50,7,7,0,0.00,+0.27,6.6,10.5,-3.9,-0.58,-0.33,Matches
436,Matt Ritchie\Matt-Ritchie,sco SCO,DFMF,Newcastle Utd,29,1989,10,713,71,27.3,7.9,7,86,3,37,1,1.20,5,8,-3,-0.38,+0.24,7.6,10.6,-3.0,-0.38,+0.44,Matches
437,Roberto\Roberto,es ESP,GK,West Ham,33,1986,8,686,86,26.3,7.6,7,90,1,56,12,0.25,8,17,-9,-1.18,-0.90,9.3,14.9,-5.5,-0.73,-0.04,Matches
438,Patrick Roberts\Patrick-Roberts,eng ENG,MFFW,Norwich City,22,1997,3,23,8,0.9,0.3,0,,3,8,4,0.00,1,2,-1,-3.91,-3.01,1.7,0.3,+1.4,+5.33,+5.82,Matches
439,Andrew Robertson\Andrew-Robertson,sco SCO,DF,Liverpool,25,1994,28,2445,87,93.7,27.2,27,89,1,31,0,2.82,63,20,+43,+1.58,+0.49,54.5,26.9,+27.6,+1.01,+1.29,Matches
440,Callum Robinson\Callum-Robinson,ie IRL,FW,Sheffield Utd,24,1995,16,676,42,26.8,7.5,9,66,7,11,7,1.06,7,6,+1,+0.13,-0.06,8.0,9.2,-1.2,-0.16,-0.20,Matches
441,Jack Robinson\Jack-Robinson,eng ENG,DF,Sheffield Utd,25,1993,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
442,Rodri\Rodri,es ESP,MFDF,Manchester City,23,1996,26,1957,75,77.7,21.7,22,87,4,13,0,1.96,53,25,+28,+1.29,-0.15,49.2,20.6,+28.6,+1.32,-0.37,Matches
443,Jay Rodriguez\Jay-Rodriguez,eng ENG,FW,Burnley,30,1989,28,1379,49,52.8,15.3,12,87,16,21,0,1.39,21,26,-5,-0.33,-0.25,21.4,22.1,-0.7,-0.04,+0.10,Matches
444,Marcos Rojo\Marcos-Rojo,ar ARG,DF,Manchester Utd,29,1990,3,120,40,4.6,1.3,1,90,2,15,5,1.33,1,2,-1,-0.75,-1.29,1.0,1.3,-0.3,-0.22,-0.77,Matches
445,Sergio Romero\Sergio-Romero,ar ARG,GK,Manchester Utd,32,1987,0,,,,,0,,0,,26,,,,,,,,,,,,Matches
446,Oriol Romeu\Oriol-Romeu,es ESP,MF,Southampton,27,1991,22,1308,59,50.1,14.5,13,87,9,19,7,1.32,13,32,-19,-1.31,-1.45,17.6,24.5,-6.9,-0.48,-0.87,Matches
447,Danny Rose\Danny-Rose,eng ENG,DF,Newcastle Utd,29,1990,5,352,70,13.5,3.9,4,85,1,11,0,1.00,1,5,-4,-1.02,-0.54,5.1,4.2,+0.9,+0.24,+1.09,Matches
448,Danny Rose\Danny-Rose,eng ENG,DF,Tottenham,29,1990,12,894,75,34.3,9.9,10,86,2,16,3,1.25,16,14,+2,+0.20,-0.06,12.5,15.5,-3.0,-0.31,-0.24,Matches
449,John Ruddy\John-Ruddy,eng ENG,GK,Wolves,32,1986,0,,,,,0,,0,,29,,,,,,,,,,,,Matches
450,Antonio RÃ¼diger\Antonio-Rudiger,de GER,DF,Chelsea,26,1993,13,1125,87,43.1,12.5,13,87,0,,1,1.62,21,13,+8,+0.64,+0.40,20.6,9.1,+11.5,+0.92,+0.28,Matches
451,Lukas Rupp\Lukas-Rupp,de GER,FW,Norwich City,28,1991,6,339,57,13.0,3.8,4,79,2,11,1,1.17,2,6,-4,-1.06,-0.15,4.0,6.8,-2.8,-0.75,-0.36,Matches
452,Mathew Ryan\Mathew-Ryan,au AUS,GK,Brighton,27,1992,29,2610,90,100.0,29.0,29,90,0,,0,1.00,32,40,-8,-0.28,,34.2,40.6,-6.4,-0.22,,Matches
453,Allan Saint-Maximin\Allan-Saint-Maximin,fr FRA,MFFW,Newcastle Utd,22,1997,18,1274,71,48.8,14.2,15,81,3,17,1,1.61,14,13,+1,+0.07,+1.22,15.0,22.1,-7.1,-0.50,+0.40,Matches
454,Romain SaÃ¯ss\Romain-Saiss,ma MAR,DF,Wolves,29,1990,25,1985,79,76.1,22.1,23,85,2,21,1,1.56,33,28,+5,+0.23,-0.06,32.3,19.4,+12.9,+0.59,+0.86,Matches
455,Bukayo Saka\Bukayo-Saka,eng ENG,DFFW,Arsenal,17,2001,18,1174,65,46.6,13.0,12,81,6,34,4,1.50,15,11,+4,+0.31,+0.31,14.8,17.1,-2.3,-0.18,-0.03,Matches
456,Mamadou Sakho\Mamadou-Sakho,fr FRA,DFMF,Crystal Palace,29,1990,8,465,58,17.8,5.2,6,71,2,21,0,1.88,5,8,-3,-0.58,-0.45,5.3,6.5,-1.2,-0.23,+0.13,Matches
457,Mohamed Salah\Mohamed-Salah,eg EGY,FW,Liverpool,27,1992,26,2250,87,86.2,25.0,26,87,0,,2,2.88,52,15,+37,+1.48,-0.52,47.9,23.7,+24.2,+0.97,+0.24,Matches
458,Mbwana Samatta\Mbwana-Samatta,tz TAN,FW,Aston Villa,26,1992,4,353,88,14.0,3.9,4,88,0,,0,0.00,3,10,-7,-1.78,-1.16,4.3,10.0,-5.7,-1.46,-0.61,Matches
459,Carlos SÃ¡nchez\Carlos-Sanchez,co COL,MFDF,West Ham,33,1986,6,113,19,4.3,1.3,1,62,5,10,12,1.67,3,2,+1,+0.80,+1.37,1.9,2.6,-0.7,-0.55,+0.15,Matches
460,Davinson SÃ¡nchez\Davinson-Sanchez,co COL,DF,Tottenham,23,1996,22,1890,86,72.4,21.0,21,88,1,45,4,1.41,37,31,+6,+0.29,+0.16,28.6,31.2,-2.6,-0.12,+0.09,Matches
461,Ismaila Sarr\Ismaila-Sarr,sn SEN,FWMF,Watford,21,1998,19,1226,65,47.0,13.6,13,84,6,23,2,1.05,15,16,-1,-0.07,+0.97,18.6,17.7,+0.8,+0.06,+0.73,Matches
462,Christain Saydee\Christain-Saydee,lr LBR,MF,Bournemouth,17,2002,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
463,Fabian SchÃ¤r\Fabian-Schar,ch SUI,DF,Newcastle Utd,27,1991,18,1397,78,53.5,15.5,15,89,3,21,7,0.83,12,28,-16,-1.03,-1.03,11.1,24.8,-13.7,-0.88,-0.39,Matches
464,Ezequiel Schelotto\Ezequiel-Schelotto,it ITA,DF,Brighton,30,1989,8,290,36,11.1,3.2,3,77,5,12,6,1.13,6,7,-1,-0.31,-0.04,4.6,3.3,+1.3,+0.42,+0.72,Matches
465,Jeffrey Schlupp\Jeffrey-Schlupp,gh GHA,MFDF,Crystal Palace,26,1992,14,859,61,32.9,9.5,9,79,5,29,2,1.43,10,12,-2,-0.21,0.00,9.1,11.4,-2.3,-0.24,+0.14,Matches
466,Kasper Schmeichel\Kasper-Schmeichel,dk DEN,GK,Leicester City,32,1986,29,2610,90,100.0,29.0,29,90,0,,0,1.83,58,28,+30,+1.03,,47.2,35.4,+11.8,+0.41,,Matches
467,Morgan Schneiderlin\Morgan-Schneiderlin,fr FRA,MF,Everton,29,1989,15,1003,67,38.4,11.1,12,79,3,18,4,0.93,15,20,-5,-0.45,-0.22,16.9,13.9,+3.0,+0.27,+0.18,Matches
468,Ken Sema\Ken-Sema,se SWE,MF,Watford,25,1993,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
469,Ryan Sessegnon\Ryan-Sessegnon,eng ENG,DF,Tottenham,19,2000,6,341,57,13.1,3.8,4,82,2,8,6,1.83,5,5,0,0.00,-0.28,5.5,4.1,+1.5,+0.38,+0.61,Matches
470,Xherdan Shaqiri\Xherdan-Shaqiri,ch SUI,FW,Liverpool,27,1991,6,174,29,6.7,1.9,2,80,4,4,6,3.00,6,2,+4,+2.07,+0.55,3.8,2.9,+0.9,+0.47,-0.50,Matches
471,Billy Sharp\Billy-Sharp,eng ENG,FW,Sheffield Utd,33,1986,18,665,37,26.4,7.4,6,68,12,22,8,1.33,9,6,+3,+0.41,+0.31,10.0,8.9,+1.1,+0.14,+0.21,Matches
472,Luke Shaw\Luke-Shaw,eng ENG,DF,Manchester Utd,24,1995,18,1235,69,47.3,13.7,14,86,4,9,0,1.61,21,11,+10,+0.73,+0.47,20.7,15.7,+5.0,+0.37,-0.27,Matches
473,Jonjo Shelvey\Jonjo-Shelvey,eng ENG,MF,Newcastle Utd,27,1992,17,1342,79,51.4,14.9,16,84,1,5,6,1.47,16,18,-2,-0.13,+0.86,17.0,27.8,-10.8,-0.72,-0.04,Matches
474,Djibril SidibÃ©\Djibril-Sidibe,fr FRA,DF,Everton,27,1992,21,1641,78,62.9,18.2,17,85,4,48,4,1.38,26,29,-3,-0.16,+0.39,28.4,23.2,+5.2,+0.29,+0.35,Matches
475,Gylfi SigurÃ°sson\Gylfi-Sigurdsson,is ISL,MF,Everton,29,1989,26,1998,77,76.6,22.2,23,84,3,23,0,1.31,28,37,-9,-0.41,-0.41,31.3,29.7,+1.6,+0.07,-0.35,Matches
476,Bernardo Silva\Bernardo-Silva,pt POR,FWMF,Manchester City,24,1994,24,1498,62,59.4,16.6,17,81,7,16,3,1.88,37,22,+15,+0.90,-1.04,38.9,16.0,+22.9,+1.38,-0.05,Matches
477,David Silva\David-Silva,es ESP,MF,Manchester City,33,1986,19,1261,66,50.0,14.0,16,77,3,8,4,2.21,39,12,+27,+1.93,+1.21,32.1,12.3,+19.8,+1.42,+0.04,Matches
478,Jack Simpson\Jack-Simpson,eng ENG,DF,Bournemouth,22,1997,4,238,60,9.1,2.6,1,90,3,49,14,0.25,1,5,-4,-1.51,-0.98,1.8,5.4,-3.5,-1.33,-0.98,Matches
479,Moussa Sissoko\Moussa-Sissoko,fr FRA,MF,Tottenham,29,1989,20,1690,85,64.8,18.8,19,89,1,8,0,1.45,31,25,+6,+0.32,+0.22,22.4,24.3,-1.9,-0.10,+0.13,Matches
480,Oliver Skipp\Oliver-Skipp,eng ENG,MFDF,Tottenham,18,2000,4,55,14,2.1,0.6,1,45,3,3,12,2.00,0,1,-1,-1.64,-1.92,0.3,1.7,-1.5,-2.40,-2.31,Matches
481,William Smallbone\William-Smallbone,ie IRL,MF,Southampton,19,2000,2,158,79,6.1,1.8,2,79,0,,3,1.50,2,3,-1,-0.57,+0.02,3.1,2.8,+0.2,+0.13,+0.19,Matches
482,Adam Smith\Adam-Smith,eng ENG,DF,Bournemouth,28,1991,18,1560,87,59.8,17.3,18,87,0,,0,0.89,17,27,-10,-0.58,+0.11,21.3,27.2,-5.9,-0.34,+0.24,Matches
483,Emile Smith-Rowe\Emile-Smith-Rowe,eng ENG,MF,Arsenal,19,2000,2,97,49,3.8,1.1,1,66,1,31,2,0.50,0,0,0,0.00,-0.15,0.8,1.0,-0.2,-0.20,-0.05,Matches
484,Robert Snodgrass\Robert-Snodgrass,sco SCO,MFFW,West Ham,31,1987,24,1511,63,57.9,16.8,17,82,7,16,4,0.92,20,33,-13,-0.77,-0.61,16.0,31.5,-15.5,-0.93,-0.54,Matches
485,CÃ©dric Soares\Cedric-Soares,pt POR,DF,Southampton,27,1991,16,1309,82,50.2,14.5,16,82,0,,3,1.69,19,18,+1,+0.07,+1.31,21.7,16.4,+5.3,+0.36,+0.81,Matches
486,Dominic Solanke\Dominic-Solanke,eng ENG,FWMF,Bournemouth,21,1997,24,1179,49,45.2,13.1,12,84,12,14,5,0.79,13,25,-12,-0.92,-0.54,13.1,19.3,-6.2,-0.47,-0.06,Matches
487,TomÃ¡Å¡ SouÄek\Tomas-Soucek,cz CZE,MF,West Ham,24,1995,4,231,58,8.9,2.6,3,74,1,9,0,0.25,4,6,-2,-0.78,-0.29,1.6,5.2,-3.5,-1.38,-0.75,Matches
488,Ã‡aÄŸlar SÃ¶yÃ¼ncÃ¼\Caglar-Soyuncu,tr TUR,DF,Leicester City,23,1996,28,2520,90,96.6,28.0,28,90,0,,1,1.79,56,27,+29,+1.04,+0.04,45.0,34.3,+10.7,+0.38,-0.76,Matches
489,Dennis Srbeny\Dennis-Srbeny,de GER,MFFW,Norwich City,25,1994,8,39,5,1.5,0.4,0,,8,5,10,0.88,2,1,+1,+2.31,+3.29,2.3,1.1,+1.2,+2.68,+3.16,Matches
490,Jack Stacey\Jack-Stacey,eng ENG,DF,Bournemouth,23,1996,12,1068,89,40.9,11.9,12,89,0,,7,1.00,15,19,-4,-0.34,+0.48,14.1,18.2,-4.1,-0.35,+0.16,Matches
491,Junior Stanislas\Junior-Stanislas,eng ENG,MFFW,Bournemouth,29,1989,6,223,37,8.5,2.5,2,65,4,23,4,0.17,1,6,-5,-2.02,-1.53,2.8,4.4,-1.5,-0.62,-0.19,Matches
492,Richard Stearman\Richard-Stearman,eng ENG,DF,Sheffield Utd,31,1987,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
493,Jed Steer\Jed-Steer,eng ENG,GK,Aston Villa,26,1992,1,8,8,0.3,0.1,1,8,0,,11,0.00,0,0,0,0.00,+0.79,0.0,0.1,-0.1,-1.16,-0.23,Matches
494,Maarten Stekelenburg\Maarten-Stekelenburg,nl NED,GK,Everton,36,1982,0,,,,,0,,0,,15,,,,,,,,,,,,Matches
495,Dale Stephens\Dale-Stephens,eng ENG,MF,Brighton,30,1989,24,1944,81,74.5,21.6,22,88,2,4,2,1.04,26,33,-7,-0.32,-0.19,25.0,30.6,-5.6,-0.26,-0.15,Matches
496,Jack Stephens\Jack-Stephens,eng ENG,DF,Southampton,25,1994,21,1828,87,70.0,20.3,20,89,1,45,5,1.24,26,33,-7,-0.34,+0.81,28.0,28.3,-0.3,-0.01,+0.09,Matches
497,Raheem Sterling\Raheem-Sterling,eng ENG,FW,Manchester City,24,1994,24,2024,84,80.3,22.5,23,88,1,0,2,1.88,48,27,+21,+0.93,-1.97,49.9,21.5,+28.4,+1.26,-0.69,Matches
498,Enda Stevens\Enda-Stevens,ie IRL,DF,Sheffield Utd,29,1990,28,2446,87,97.1,27.2,28,87,0,,0,1.54,30,25,+5,+0.18,+0.18,32.3,32.6,-0.3,-0.01,-0.02,Matches
499,Marco Stiepermann\Marco-Stiepermann,de GER,MF,Norwich City,28,1991,19,938,49,35.9,10.4,11,74,8,16,7,0.63,12,24,-12,-1.15,-0.34,11.9,18.6,-6.7,-0.64,-0.31,Matches
500,John Stones\John-Stones,eng ENG,DF,Manchester City,25,1994,12,905,75,35.9,10.1,10,87,2,18,2,1.92,25,15,+10,+0.99,-0.51,22.8,9.5,+13.3,+1.32,-0.11,Matches
501,Isaac Success\Isaac-Success,ng NGA,FWMF,Watford,23,1996,5,65,13,2.5,0.7,0,,5,13,7,0.80,0,3,-3,-4.15,-3.66,0.7,1.7,-1.1,-1.46,-1.16,Matches
502,Ki Sung-yueng\Ki-Sung-yueng,kr KOR,MF,Newcastle Utd,30,1989,3,136,45,5.2,1.5,1,74,2,31,2,0.33,0,6,-6,-3.97,-3.61,0.7,1.7,-1.0,-0.67,+0.04,Matches
503,Andrew Surman\Andrew-Surman,eng ENG,MF,Bournemouth,32,1986,5,234,47,9.0,2.6,2,89,3,19,17,1.20,2,6,-4,-1.54,-1.01,4.1,5.8,-1.7,-0.64,-0.21,Matches
504,Sam Surridge\Sam-Surridge,eng ENG,FW,Bournemouth,21,1998,1,15,15,0.6,0.2,0,,1,15,4,0.00,0,1,-1,-6.00,-5.41,0.1,0.5,-0.4,-2.64,-2.21,Matches
505,Japhet Tanganga\Japhet-Tanganga,eng ENG,DF,Tottenham,20,1999,6,526,88,20.2,5.8,6,88,0,,5,0.83,6,7,-1,-0.17,-0.52,6.8,13.3,-6.4,-1.10,-1.19,Matches
506,Matt Targett\Matt-Targett,eng ENG,DF,Aston Villa,23,1995,20,1691,85,67.1,18.8,20,85,0,,2,0.90,23,35,-12,-0.64,+0.45,22.2,40.3,-18.1,-0.96,-0.11,Matches
507,James Tarkowski\James-Tarkowski,eng ENG,DF,Burnley,26,1992,29,2610,90,100.0,29.0,29,90,0,,0,1.34,34,40,-6,-0.21,,33.3,36.0,-2.7,-0.09,,Matches
508,Charlie Taylor\Charlie-Taylor,eng ENG,DF,Burnley,25,1993,17,1376,81,52.7,15.3,15,86,2,40,6,1.59,19,11,+8,+0.52,+1.54,19.4,20.0,-0.6,-0.04,+0.10,Matches
509,Neil Taylor\Neil-Taylor,wal WAL,DF,Aston Villa,30,1989,10,793,79,31.5,8.8,8,90,2,37,9,0.80,11,19,-8,-0.91,-0.18,8.5,14.9,-6.4,-0.72,+0.30,Matches
510,Alexander Tettey\Alexander-Tettey,no NOR,MFDF,Norwich City,33,1986,23,1791,78,68.6,19.9,21,83,2,24,2,0.87,16,31,-15,-0.75,+0.56,21.4,30.3,-8.8,-0.44,-0.01,Matches
511,Youri Tielemans\Youri-Tielemans,be BEL,MF,Leicester City,22,1997,28,2154,77,82.5,23.9,24,87,4,15,1,1.79,50,24,+26,+1.09,+0.30,39.2,29.8,+9.4,+0.39,-0.09,Matches
512,Kieran Tierney\Kieran-Tierney,sco SCO,DF,Arsenal,22,1997,5,299,60,11.9,3.3,4,70,1,18,4,1.20,5,6,-1,-0.30,-0.50,4.4,6.1,-1.7,-0.52,-0.41,Matches
513,James Tomkins\James-Tomkins,eng ENG,DF,Crystal Palace,30,1989,18,1584,88,60.7,17.6,18,88,0,,3,0.89,15,23,-8,-0.45,-0.63,14.6,24.6,-10.1,-0.57,-0.61,Matches
514,Fikayo Tomori\Fikayo-Tomori,eng ENG,DF,Chelsea,21,1997,15,1293,86,49.5,14.4,15,86,0,,9,1.93,27,18,+9,+0.63,+0.42,23.9,15.0,+8.9,+0.62,-0.28,Matches
515,Lucas Torreira\Lucas-Torreira,uy URU,MF,Arsenal,23,1996,24,1371,57,54.4,15.2,15,80,9,19,3,1.38,20,20,0,0.00,-0.31,19.0,23.2,-4.2,-0.28,-0.26,Matches
516,Cenk Tosun\Cenk-Tosun,tr TUR,FW,Everton,28,1991,5,290,58,11.1,3.2,2,82,3,42,11,1.00,2,4,-2,-0.62,-0.35,3.3,3.6,-0.4,-0.11,-0.30,Matches
517,Cenk Tosun\Cenk-Tosun,tr TUR,FW,Crystal Palace,28,1991,5,176,35,6.7,2.0,2,75,3,9,0,1.60,1,2,-1,-0.51,-0.33,2.2,3.4,-1.2,-0.63,-0.31,Matches
518,Andros Townsend\Andros-Townsend,eng ENG,MF,Crystal Palace,28,1991,15,795,53,30.5,8.8,9,78,6,16,5,1.40,7,12,-5,-0.57,-0.52,7.0,12.4,-5.4,-0.61,-0.39,Matches
519,Adama TraorÃ©\Adama-Traore,es ESP,FWDF,Wolves,23,1996,28,2073,74,79.4,23.0,22,87,6,27,1,1.50,36,30,+6,+0.26,+0.09,32.6,22.1,+10.5,+0.45,+0.36,Matches
520,Mark Travers\Mark-Travers,ie IRL,GK,Bournemouth,20,1999,1,90,90,3.4,1.0,1,90,0,,0,0.00,0,3,-3,-3.00,-2.46,0.3,1.9,-1.6,-1.62,-1.22,Matches
521,TrÃ©zÃ©guet\Trezeguet,eg EGY,FWMF,Aston Villa,24,1994,24,1324,55,52.5,14.7,13,77,11,29,3,0.88,18,22,-4,-0.27,+1.08,13.7,29.3,-15.6,-1.06,-0.29,Matches
522,Leandro Trossard\Leandro-Trossard,be BEL,FWMF,Brighton,24,1994,23,1444,63,55.3,16.0,16,81,7,21,2,0.91,18,24,-6,-0.37,-0.22,20.2,21.5,-1.3,-0.08,+0.31,Matches
523,Tom Trybull\Tom-Trybull,de GER,MF,Norwich City,26,1993,14,1029,74,39.4,11.4,12,81,2,28,9,0.71,12,22,-10,-0.87,+0.09,13.1,15.9,-2.8,-0.25,+0.32,Matches
524,Axel Tuanzebe\Axel-Tuanzebe,eng ENG,DF,Manchester Utd,21,1997,5,186,37,7.1,2.1,2,90,3,2,9,1.60,1,3,-2,-0.97,-1.56,1.9,2.6,-0.7,-0.31,-0.89,Matches
525,Yan Valery\Yan-Valery,fr FRA,DF,Southampton,20,1999,9,648,72,24.8,7.2,8,79,1,14,7,0.78,6,19,-13,-1.81,-1.62,7.1,12.6,-5.5,-0.76,-0.96,Matches
526,JesÃºs Vallejo\Jesus-Vallejo,es ESP,DF,Wolves,22,1997,2,162,81,6.2,1.8,1,90,1,72,10,0.50,3,6,-3,-1.67,-2.03,2.4,3.1,-0.7,-0.38,-0.81,Matches
527,Jamie Vardy\Jamie-Vardy,eng ENG,FW,Leicester City,32,1987,26,2224,86,85.2,24.7,25,88,1,31,0,1.81,49,25,+24,+0.97,-0.43,39.2,30.8,+8.4,+0.34,-0.44,Matches
528,Indiana Vassilev\Indiana-Vassilev,us USA,FW,Aston Villa,18,2001,2,36,18,1.4,0.4,0,,2,18,1,2.00,2,0,+2,+5.00,+5.87,0.5,0.5,0.0,0.00,+0.94,Matches
529,Michael Verrips\Michael-Verrips,nl NED,GK,Sheffield Utd,22,1996,0,,,,,0,,0,,11,,,,,,,,,,,,Matches
530,Jan Vertonghen\Jan-Vertonghen,be BEL,DF,Tottenham,32,1987,19,1544,81,59.2,17.2,18,86,1,0,6,1.53,26,23,+3,+0.17,-0.16,20.6,24.1,-3.5,-0.20,-0.14,Matches
531,Jannik Vestergaard\Jannik-Vestergaard,dk DEN,DF,Southampton,26,1992,14,1136,81,43.5,12.6,13,86,1,22,10,0.79,13,23,-10,-0.79,-0.36,15.1,17.4,-2.3,-0.19,-0.25,Matches
532,RÃºben Vinagre\Ruben-Vinagre,pt POR,DF,Wolves,20,1999,13,528,41,20.2,5.9,5,87,8,12,12,1.54,9,6,+3,+0.51,+0.34,9.0,5.3,+3.7,+0.62,+0.31,Matches
533,JoÃ£o VirgÃ­nia\Joao-Virginia,pt POR,GK,Everton,19,1999,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
534,Michel Vorm\Michel-Vorm,nl NED,GK,Tottenham,35,1983,0,,,,,0,,0,,9,,,,,,,,,,,,Matches
535,Mario VranÄiÄ‡\Mario-Vrancic,ba BIH,MF,Norwich City,30,1989,12,379,32,14.5,4.2,4,78,8,9,8,0.58,4,8,-4,-0.95,-0.02,4.6,5.5,-0.9,-0.22,+0.25,Matches
536,MatÄ›j Vydra\Matej-Vydra,cz CZE,FW,Burnley,27,1992,10,330,33,12.6,3.7,2,70,8,24,9,0.90,6,1,+5,+1.36,+1.80,4.9,3.8,+1.2,+0.32,+0.47,Matches
537,Theo Walcott\Theo-Walcott,eng ENG,MFFW,Everton,30,1989,21,1070,51,41.0,11.9,14,66,7,20,2,1.48,18,14,+4,+0.34,+1.10,20.3,12.1,+8.2,+0.69,+0.90,Matches
538,Kyle Walker\Kyle-Walker,eng ENG,DF,Manchester City,29,1990,21,1809,86,71.8,20.1,21,86,0,,6,1.95,49,22,+27,+1.34,+0.08,49.8,18.3,+31.5,+1.57,+0.61,Matches
539,Kyle Walker-Peters\Kyle-Walker-Peters,eng ENG,DF,Southampton,22,1997,1,73,73,2.8,0.8,1,73,0,,2,0.00,1,2,-1,-1.23,-0.67,0.5,0.4,+0.1,+0.08,+0.13,Matches
540,Kyle Walker-Peters\Kyle-Walker-Peters,eng ENG,DF,Tottenham,22,1997,3,242,81,9.3,2.7,3,81,0,,2,1.33,5,4,+1,+0.37,+0.14,3.3,3.9,-0.6,-0.24,-0.10,Matches
541,Aaron Wan-Bissaka\Aaron-Wan-Bissaka,eng ENG,DF,Manchester Utd,21,1997,26,2331,90,89.3,25.9,26,90,0,,1,1.58,41,28,+13,+0.50,+0.18,40.3,26.8,+13.5,+0.52,+0.09,Matches
542,Victor Wanyama\Victor-Wanyama,ke KEN,MF,Tottenham,28,1991,2,23,12,0.9,0.3,0,,2,12,2,1.50,0,2,-2,-7.83,-8.14,0.2,0.3,-0.1,-0.43,-0.28,Matches
543,Danny Ward\Danny-Ward,wal WAL,GK,Leicester City,26,1993,0,,,,,0,,0,,29,,,,,,,,,,,,Matches
544,Joel Ward\Joel-Ward,eng ENG,DF,Crystal Palace,29,1989,20,1573,79,60.3,17.5,18,86,2,15,0,1.25,15,18,-3,-0.17,+0.09,18.2,19.9,-1.7,-0.10,+0.59,Matches
545,James Ward-Prowse\James-Ward-Prowse,eng ENG,MFDF,Southampton,24,1994,29,2610,90,100.0,29.0,29,90,0,,0,1.17,35,52,-17,-0.59,,39.8,41.0,-1.2,-0.04,,Matches
546,Kelland Watts\Kelland-Watts,eng ENG,DF,Newcastle Utd,19,1999,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
547,Adam Webster\Adam-Webster,eng ENG,DF,Brighton,24,1995,23,2016,88,77.2,22.4,23,88,0,,5,0.91,22,33,-11,-0.49,-0.95,26.2,33.8,-7.6,-0.34,-0.52,Matches
