Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
488,Nick Powell\Nick-Powell,eng ENG,MF,Manchester Utd,21,1994,1,17,17,0.5,0.2,0,,1,,0,0.00,0,0,0,0.00,-0.37,Matches
489,Diego Poyet\Diego-Poyet,uy URU,MF,West Ham,20,1995,0,,,,,0,,0,,1,,,,,,,Matches
490,Alex Pritchard\Alex-Pritchard,eng ENG,FWMF,Tottenham,22,1993,1,6,6,0.2,0.1,0,,1,,0,1.00,0,0,0,0.00,-0.90,Matches
491,Alex Pritchard\Alex-Pritchard,eng ENG,FWMF,West Brom,22,1993,2,63,32,1.8,0.7,0,,2,,6,0.00,0,0,0,0.00,+0.38,Matches
492,Sebastian PrÃ¶dl\Sebastian-Prodl,at AUT,DF,Watford,28,1987,21,1778,85,52.0,19.8,19,,2,,12,0.86,12,28,-16,-0.81,-1.14,Matches
493,Daniel Pudil\Daniel-Pudil,cz CZE,DFFW,Watford,29,1985,0,,,,,0,,0,,1,,,,,,,Matches
494,Marc Pugh\Marc-Pugh,eng ENG,MF,Bournemouth,28,1987,26,1337,51,39.1,14.9,15,,11,,6,1.15,21,31,-10,-0.67,-0.15,Matches
495,Jason Puncheon\Jason-Puncheon,eng ENG,MFFW,Crystal Palace,29,1986,31,2615,84,76.5,29.1,31,,0,,2,1.29,29,36,-7,-0.24,+0.32,Matches
496,Baba Rahman\Baba-Rahman,gh GHA,DF,Chelsea,21,1994,15,1018,68,29.8,11.3,11,,4,,14,1.40,15,13,+2,+0.18,+0.03,Matches
497,Ramires\Ramires,br BRA,MF,Chelsea,28,1987,12,609,51,17.8,6.8,7,,5,,4,1.17,9,10,-1,-0.15,-0.37,Matches
498,GastÃ³n RamÃ­rez\Gaston-Ramirez,uy URU,FWMF,Southampton,24,1990,3,31,10,0.9,0.3,0,,3,,3,0.33,1,1,0,0.00,-0.48,Matches
499,Aaron Ramsey\Aaron-Ramsey,wal WAL,MF,Arsenal,24,1990,31,2623,85,76.7,29.1,29,,2,,1,1.77,43,28,+15,+0.51,-1.07,Matches
500,Connor Randall\Connor-Randall,eng ENG,DF,Liverpool,19,1995,3,163,54,4.8,1.8,2,,1,,11,2.33,4,3,+1,+0.55,+0.22,Matches
501,Darren Randolph\Darren-Randolph,ie IRL,GK,West Ham,28,1987,6,540,90,15.8,6.0,6,,0,,30,1.50,13,12,+1,+0.17,-0.24,Matches
502,Ã€ngel Rangel\Angel-Rangel,es ESP,DF,Swansea City,32,1982,23,1820,79,53.2,20.2,20,,3,,14,1.30,22,29,-7,-0.35,-0.18,Matches
503,Tokelo Rantie\Tokelo-Rantie,za RSA,FW,Bournemouth,24,1990,3,41,14,1.2,0.5,0,,3,,5,1.33,1,0,+1,+2.20,+2.81,Matches
504,Marcus Rashford\Marcus-Rashford,eng ENG,FW,Manchester Utd,17,1997,11,855,78,25.0,9.5,11,,0,,2,2.00,14,7,+7,+0.74,+0.49,Matches
505,Nathan Redmond\Nathan-Redmond,eng ENG,MF,Norwich City,21,1994,35,2341,67,68.5,26.0,24,,11,,1,0.80,30,46,-16,-0.62,+0.39,Matches
506,Harrison Reed\Harrison-Reed,eng ENG,MF,Southampton,20,1995,1,11,11,0.3,0.1,0,,1,,6,0.00,0,0,0,0.00,-0.48,Matches
507,Winston Reid\Winston-Reid,nz NZL,DF,West Ham,27,1988,24,2135,89,62.4,23.7,24,,0,,2,1.42,44,38,+6,+0.25,-0.31,Matches
508,Jeff Reine-AdÃ©laÃ¯de\Jeff-Reine-Adelaide,fr FRA,FWMF,Arsenal,17,1998,0,,,,,0,,0,,6,,,,,,,Matches
509,LoÃ¯c RÃ©my\Loic-Remy,fr FRA,FW,Chelsea,28,1987,13,291,22,8.5,3.2,3,,10,,12,1.46,4,6,-2,-0.62,-0.85,Matches
510,Micah Richards\Micah-Richards,eng ENG,DF,Aston Villa,27,1988,24,2044,85,59.8,22.7,23,,1,,8,0.38,16,53,-37,-1.63,-0.84,Matches
511,Kieran Richardson\Kieran-Richardson,eng ENG,DFMF,Aston Villa,30,1984,11,723,66,21.1,8.0,8,,3,,11,0.36,4,20,-16,-1.99,-0.89,Matches
512,Joe Riley\Joe-Riley,eng ENG,DF,Manchester Utd,18,1996,0,,,,,0,,0,,2,,,,,,,Matches
513,Matt Ritchie\Matt-Ritchie,sco SCO,MF,Bournemouth,25,1989,37,2973,80,86.9,33.0,33,,4,,0,1.05,38,58,-20,-0.61,-0.20,Matches
514,Emmanuel RiviÃ¨re\Emmanuel-Riviere,fr FRA,FW,Newcastle Utd,25,1990,3,65,22,1.9,0.7,1,,2,,5,0.00,0,2,-2,-2.77,-2.26,Matches
515,Patrick Roberts\Patrick-Roberts,eng ENG,FWMF,Manchester City,18,1997,1,5,5,0.1,0.1,0,,1,,7,0.00,0,0,0,0.00,-0.79,Matches
516,Tyler Roberts\Tyler-Roberts,wal WAL,FWMF,West Brom,16,1999,1,18,18,0.5,0.2,0,,1,,4,1.00,0,0,0,0.00,+0.37,Matches
517,Joel Robles\Joel-Robles,es ESP,GK,Everton,25,1990,13,1170,90,34.2,13.0,13,,0,,25,0.92,14,20,-6,-0.46,-0.86,Matches
518,Thomas Robson\Thomas-Robson,eng ENG,DF,Sunderland,19,1995,1,90,90,2.6,1.0,1,,0,,0,1.00,2,2,0,0.00,+0.38,Matches
519,Jay Rodriguez\Jay-Rodriguez,eng ENG,MFFW,Southampton,26,1989,12,351,29,10.3,3.9,3,,9,,2,1.92,6,6,0,0.00,-0.53,Matches
520,Jack Rodwell\Jack-Rodwell,eng ENG,MF,Sunderland,24,1991,22,1169,53,34.2,13.0,9,,13,,7,0.64,16,28,-12,-0.92,-0.84,Matches
521,Marcos Rojo\Marcos-Rojo,ar ARG,DF,Manchester Utd,25,1990,16,1249,78,36.5,13.9,15,,1,,2,2.06,16,11,+5,+0.36,-0.01,Matches
522,Sergio Romero\Sergio-Romero,ar ARG,GK,Manchester Utd,28,1987,4,360,90,10.5,4.0,4,,0,,33,1.75,3,2,+1,+0.25,-0.13,Matches
523,Oriol Romeu\Oriol-Romeu,es ESP,MF,Southampton,23,1991,29,1612,56,47.1,17.9,17,,12,,7,2.00,24,21,+3,+0.17,-0.58,Matches
524,SalomÃ³n RondÃ³n\Salomon-Rondon,ve VEN,FW,West Brom,25,1989,34,2555,75,74.7,28.4,30,,4,,0,1.09,30,32,-2,-0.07,+1.18,Matches
525,Wayne Rooney\Wayne-Rooney,eng ENG,FWMF,Manchester Utd,29,1985,28,2406,86,70.4,26.7,27,,1,,0,1.68,36,23,+13,+0.49,+0.40,Matches
526,Danny Rose\Danny-Rose,eng ENG,DF,Tottenham,25,1990,24,2129,89,62.3,23.7,24,,0,,10,2.00,49,19,+30,+1.27,+0.99,Matches
527,Jack Rose\Jack-Rose,eng ENG,GK,West Brom,20,1995,0,,,,,0,,0,,4,,,,,,,Matches
528,Jordan Rossiter\Jordan-Rossiter,eng ENG,MF,Liverpool,18,1997,1,15,15,0.4,0.2,0,,1,,3,1.00,0,0,0,0.00,-0.34,Matches
529,Joe Rothwell\Joe-Rothwell,eng ENG,MF,Manchester Utd,20,1995,0,,,,,0,,0,,1,,,,,,,Matches
530,Wayne Routledge\Wayne-Routledge,eng ENG,MFFW,Swansea City,30,1985,28,1672,60,48.9,18.6,22,,6,,5,1.39,24,28,-4,-0.22,+0.09,Matches
531,Declan Rudd\Declan-Rudd,eng ENG,GK,Norwich City,24,1991,11,990,90,28.9,11.0,11,,0,,27,0.91,11,23,-12,-1.09,-0.50,Matches
532,John Ruddy\John-Ruddy,eng ENG,GK,Norwich City,28,1986,27,2430,90,71.1,27.0,27,,0,,11,0.89,28,44,-16,-0.59,+0.50,Matches
533,Bacary Sagna\Bacary-Sagna,fr FRA,DF,Manchester City,32,1983,28,2448,87,71.6,27.2,27,,1,,6,1.79,44,26,+18,+0.66,-0.45,Matches
534,Henri Saivet\Henri-Saivet,sn SEN,MF,Newcastle Utd,24,1990,4,147,37,4.3,1.6,2,,2,,6,1.50,0,3,-3,-1.84,-1.34,Matches
535,Diafra Sakho\Diafra-Sakho,sn SEN,FW,West Ham,25,1989,21,1519,72,44.4,16.9,18,,3,,0,1.81,36,24,+12,+0.71,+0.62,Matches
536,Mamadou Sakho\Mamadou-Sakho,fr FRA,DF,Liverpool,25,1990,22,1854,84,54.2,20.6,21,,1,,3,1.55,36,30,+6,+0.29,-0.11,Matches
537,Bakary Sako\Bakary-Sako,ml MLI,MFFW,Crystal Palace,27,1988,20,1069,53,31.3,11.9,11,,9,,3,1.10,8,14,-6,-0.51,-0.28,Matches
538,Martin Samuelsen\Martin-Samuelsen,no NOR,MF,West Ham,18,1997,0,,,,,0,,0,,1,,,,,,,Matches
539,Alexis SÃ¡nchez\Alexis-Sanchez,cl CHI,MF,Arsenal,26,1988,30,2436,81,71.2,27.1,28,,2,,0,1.80,50,23,+27,+1.00,+0.81,Matches
540,Carlos SÃ¡nchez\Carlos-Sanchez,co COL,MF,Aston Villa,29,1986,20,1367,68,40.0,15.2,16,,4,,6,0.45,11,31,-20,-1.32,-0.05,Matches
541,Sandro\Sandro,br BRA,MF,West Brom,26,1989,12,382,32,11.2,4.2,5,,7,,3,1.17,1,7,-6,-1.41,-1.18,Matches
542,Jeffrey Schlupp\Jeffrey-Schlupp,gh GHA,DFMF,Leicester City,22,1992,24,1387,58,40.6,15.4,14,,10,,1,2.13,29,24,+5,+0.32,-0.87,Matches
543,Kasper Schmeichel\Kasper-Schmeichel,dk DEN,GK,Leicester City,28,1986,38,3420,90,100.0,38.0,38,,0,,0,2.13,68,36,+32,+0.84,,Matches
544,Morgan Schneiderlin\Morgan-Schneiderlin,fr FRA,MF,Manchester Utd,25,1989,29,2205,76,64.5,24.5,25,,4,,8,1.90,31,21,+10,+0.41,+0.11,Matches
545,Mark Schwarzer\Mark-Schwarzer,au AUS,GK,Leicester City,42,1972,0,,,,,0,,0,,37,,,,,,,Matches
546,Bastian Schweinsteiger\Bastian-Schweinsteiger,de GER,MF,Manchester Utd,30,1984,18,1202,67,35.1,13.4,13,,5,,0,2.00,16,10,+6,+0.45,+0.12,Matches
547,Ryan Seager\Ryan-Seager,eng ENG,FW,Southampton,19,1996,0,,,,,0,,0,,2,,,,,,,Matches
548,StÃ©phane SessÃ¨gnon\Stephane-Sessegnon,bj BEN,MFFW,West Brom,31,1984,25,1752,70,51.2,19.5,21,,4,,2,1.24,21,25,-4,-0.21,+0.33,Matches
549,Xherdan Shaqiri\Xherdan-Shaqiri,ch SUI,MF,Stoke City,23,1991,27,2012,75,58.8,22.4,27,,0,,2,1.30,26,29,-3,-0.13,+0.57,Matches
550,Luke Shaw\Luke-Shaw,eng ENG,DF,Manchester Utd,20,1995,5,450,90,13.2,5.0,5,,0,,0,2.00,6,3,+3,+0.60,+0.27,Matches
551,Ryan Shawcross\Ryan-Shawcross,eng ENG,DF,Stoke City,27,1987,20,1696,85,49.6,18.8,20,,0,,0,1.25,21,26,-5,-0.27,+0.20,Matches
552,Jonjo Shelvey\Jonjo-Shelvey,eng ENG,MF,Newcastle Utd,23,1992,15,1050,70,30.7,11.7,11,,4,,2,1.13,15,23,-8,-0.69,-0.19,Matches
553,Jonjo Shelvey\Jonjo-Shelvey,eng ENG,MF,Swansea City,23,1992,16,1216,76,35.6,13.5,14,,2,,0,1.19,12,18,-6,-0.44,-0.28,Matches
554,Ollie Shenton\Ollie-Shenton,eng ENG,MF,Stoke City,17,1997,0,,,,,0,,0,,1,,,,,,,Matches
555,Steve Sidwell\Steve-Sidwell,eng ENG,MF,Stoke City,32,1982,1,13,13,0.4,0.1,0,,1,,2,0.00,0,1,-1,-6.92,-6.58,Matches
556,Gylfi SigurÃ°sson\Gylfi-Sigurdsson,is ISL,MFFW,Swansea City,25,1989,36,2914,81,85.2,32.4,32,,4,,0,1.19,34,45,-11,-0.34,-0.52,Matches
557,David Silva\David-Silva,es ESP,MF,Manchester City,29,1986,24,1791,75,52.4,19.9,22,,2,,0,1.92,40,18,+22,+1.11,+0.66,Matches
558,Danny Simpson\Danny-Simpson,eng ENG,DF,Leicester City,28,1987,30,2610,87,76.3,29.0,30,,0,,3,2.20,52,19,+33,+1.14,+1.25,Matches
559,Jerome Sinclair\Jerome-Sinclair,eng ENG,FW,Liverpool,18,1996,0,,,,,0,,0,,1,,,,,,,Matches
560,Scott Sinclair\Scott-Sinclair,eng ENG,FWMF,Aston Villa,26,1989,27,1595,59,46.6,17.7,19,,8,,10,0.33,14,39,-25,-1.41,-0.23,Matches
561,Moussa Sissoko\Moussa-Sissoko,fr FRA,MF,Newcastle Utd,25,1989,37,3217,87,94.1,35.7,37,,0,,0,0.97,41,62,-21,-0.59,-0.59,Matches
562,Martin Å krtel\Martin-Skrtel,sk SVK,DF,Liverpool,30,1984,22,1885,86,55.1,20.9,21,,1,,4,1.41,28,29,-1,-0.05,-0.87,Matches
563,Chris Smalling\Chris-Smalling,eng ENG,DF,Manchester Utd,25,1989,35,3150,90,92.1,35.0,35,,0,,0,1.71,44,31,+13,+0.37,+0.04,Matches
564,Adam Smith\Adam-Smith,eng ENG,DF,Bournemouth,24,1991,31,2100,68,61.4,23.3,22,,9,,1,1.23,26,35,-9,-0.39,+0.50,Matches
565,Brad Smith\Brad-Smith,au AUS,DF,Liverpool,21,1994,4,286,72,8.4,3.2,3,,1,,9,1.00,4,5,-1,-0.31,-0.72,Matches
566,CÃ©dric Soares\Cedric-Soares,pt POR,DFMF,Southampton,23,1991,24,1965,82,57.5,21.8,23,,1,,10,1.54,29,19,+10,+0.46,-0.04,Matches
567,Alex Song\Alex-Song,cm CMR,MF,West Ham,27,1987,12,658,55,19.2,7.3,8,,4,,7,1.50,9,6,+3,+0.41,+0.05,Matches
568,Pape SouarÃ©\Pape-Souare,sn SEN,DF,Crystal Palace,25,1990,34,3015,89,88.2,33.5,34,,0,,0,1.18,35,45,-10,-0.30,+0.15,Matches
569,JuliÃ¡n Speroni\Julian-Speroni,ar ARG,GK,Crystal Palace,36,1979,2,180,90,5.3,2.0,2,,0,,19,0.00,1,6,-5,-2.50,-2.31,Matches
570,Raphael Spiegel\Raphael-Spiegel,ch SUI,GK,West Ham,22,1992,0,,,,,0,,0,,8,,,,,,,Matches
571,JindÅ™ich StanÄ›k\Jindrich-Stanek,cz CZE,GK,Everton,19,1996,0,,,,,0,,0,,2,,,,,,,Matches
572,Junior Stanislas\Junior-Stanislas,eng ENG,MF,Bournemouth,25,1989,21,1435,68,42.0,15.9,17,,4,,3,0.90,16,23,-7,-0.44,+0.24,Matches
573,Maarten Stekelenburg\Maarten-Stekelenburg,nl NED,GK,Southampton,32,1982,17,1530,90,44.7,17.0,17,,0,,16,1.35,24,19,+5,+0.29,-0.32,Matches
574,Raheem Sterling\Raheem-Sterling,eng ENG,MF,Manchester City,20,1994,31,1920,62,56.1,21.3,23,,8,,3,1.52,33,30,+3,+0.14,-1.48,Matches
575,Jamie Sterry\Jamie-Sterry,eng ENG,DF,Newcastle Utd,19,1995,1,7,7,0.2,0.1,0,,1,,8,3.00,2,0,+2,+25.71,+26.32,Matches
576,Kevin Stewart\Kevin-Stewart,eng ENG,MF,Liverpool,21,1993,7,565,81,16.5,6.3,6,,1,,1,2.00,13,8,+5,+0.80,+0.54,Matches
577,John Stones\John-Stones,eng ENG,DF,Everton,21,1994,33,2779,84,81.3,30.9,31,,2,,0,1.12,45,45,0,0.00,-0.56,Matches
578,Daniel Sturridge\Daniel-Sturridge,eng ENG,FW,Liverpool,25,1989,14,978,70,28.6,10.9,11,,3,,4,1.64,23,16,+7,+0.64,+0.42,Matches
579,Mario SuÃ¡rez\Mario-Suarez,es ESP,MF,Watford,28,1987,15,749,50,21.9,8.3,8,,7,,0,0.87,8,18,-10,-1.20,-1.20,Matches
580,Ki Sung-yueng\Ki-Sung-yueng,kr KOR,MF,Swansea City,26,1989,28,1850,66,54.1,20.6,21,,7,,4,1.11,24,32,-8,-0.39,-0.27,Matches
581,Andrew Surman\Andrew-Surman,eng ENG,MF,Bournemouth,28,1986,38,3420,90,100.0,38.0,38,,0,,0,1.11,45,67,-22,-0.58,,Matches
582,Franck Tabanou\Franck-Tabanou,fr FRA,DFFW,Swansea City,26,1989,0,,,,,0,,0,,3,,,,,,,Matches
583,DuÅ¡an TadiÄ‡\Dusan-Tadic,rs SRB,MFFW,Southampton,26,1988,34,2279,67,66.6,25.3,27,,7,,4,1.65,42,29,+13,+0.51,+0.12,Matches
584,Matt Targett\Matt-Targett,eng ENG,DFMF,Southampton,19,1995,14,1067,76,31.2,11.9,13,,1,,3,1.57,16,10,+6,+0.51,+0.05,Matches
585,Neil Taylor\Neil-Taylor,wal WAL,DF,Swansea City,26,1989,34,2947,87,86.2,32.7,33,,1,,0,1.09,31,46,-15,-0.46,-1.41,Matches
586,Steven Taylor\Steven-Taylor,eng ENG,DF,Newcastle Utd,29,1986,10,810,81,23.7,9.0,9,,1,,7,0.70,10,17,-7,-0.78,-0.30,Matches
587,Dionatan Teixeira\Dionatan-Teixeira,br BRA,DF,Stoke City,23,1992,1,45,45,1.3,0.5,0,,1,,5,3.00,2,1,+1,+2.00,+2.40,Matches
588,John Terry\John-Terry,eng ENG,DF,Chelsea,34,1980,24,1988,83,58.1,22.1,24,,0,,2,1.25,36,34,+2,+0.09,-0.16,Matches
589,Alexander Tettey\Alexander-Tettey,no NOR,MF,Norwich City,29,1986,23,1949,85,57.0,21.7,23,,0,,0,0.96,22,37,-15,-0.69,+0.10,Matches
590,Florian Thauvin\Florian-Thauvin,fr FRA,MF,Newcastle Utd,22,1993,13,427,33,12.5,4.7,3,,10,,6,0.62,2,10,-8,-1.69,-1.30,Matches
591,Cheick TiotÃ©\Cheick-Tiote,ci CIV,MF,Newcastle Utd,29,1986,20,1220,61,35.7,13.6,16,,4,,5,1.25,14,18,-4,-0.30,+0.40,Matches
592,Ola Toivonen\Ola-Toivonen,se SWE,MF,Sunderland,29,1986,12,659,55,19.3,7.3,9,,3,,11,0.92,5,10,-5,-0.68,-0.39,Matches
593,James Tomkins\James-Tomkins,eng ENG,DF,West Ham,26,1989,25,1961,78,57.3,21.8,23,,2,,7,1.64,34,24,+10,+0.46,+0.21,Matches
594,Lee Tomlin\Lee-Tomlin,eng ENG,MF,Bournemouth,26,1989,6,290,48,8.5,3.2,3,,3,,4,0.67,3,2,+1,+0.31,+0.97,Matches
595,Fikayo Tomori\Fikayo-Tomori,eng ENG,DF,Chelsea,17,1997,1,31,31,0.9,0.3,0,,1,,1,1.00,1,1,0,0.00,-0.16,Matches
596,Kevin Toner\Kevin-Toner,ie IRL,DFMF,Aston Villa,19,1996,4,315,79,9.2,3.5,3,,1,,1,0.25,3,9,-6,-1.71,-0.47,Matches
597,Ivan Toney\Ivan-Toney,eng ENG,FW,Newcastle Utd,19,1996,2,12,6,0.4,0.1,0,,2,,3,1.00,1,1,0,0.00,+0.55,Matches
598,Kolo TourÃ©\Kolo-Toure,ci CIV,DF,Liverpool,34,1981,14,858,61,25.1,9.5,9,,5,,16,2.21,28,14,+14,+1.47,+1.50,Matches
599,Yaya TourÃ©\Yaya-Toure,ci CIV,MF,Manchester City,32,1983,32,2325,73,68.0,25.8,28,,4,,0,1.84,51,23,+28,+1.08,+0.92,Matches
600,Andros Townsend\Andros-Townsend,eng ENG,MF,Newcastle Utd,24,1991,13,1087,84,31.8,12.1,12,,1,,0,1.23,17,19,-2,-0.17,+0.57,Matches
601,Andros Townsend\Andros-Townsend,eng ENG,FWMF,Tottenham,24,1991,3,67,22,2.0,0.7,0,,3,,5,1.67,2,0,+2,+2.69,+1.83,Matches
602,Adama TraorÃ©\Adama-Traore,es ESP,FWMF,Aston Villa,19,1996,10,193,19,5.6,2.1,0,,10,,4,0.10,5,8,-3,-1.40,-0.12,Matches
603,Bertrand TraorÃ©\Bertrand-Traore,bf BFA,FWMF,Chelsea,19,1995,10,375,38,11.0,4.2,4,,6,,13,1.00,6,2,+4,+0.96,+0.90,Matches
604,Gerhard Tremmel\Gerhard-Tremmel,de GER,GK,Swansea City,36,1978,0,,,,,0,,0,,1,,,,,,,Matches
605,Kieran Trippier\Kieran-Trippier,eng ENG,DF,Tottenham,24,1990,6,459,77,13.4,5.1,5,,1,,28,2.50,10,4,+6,+1.18,+0.33,Matches
606,Axel Tuanzebe\Axel-Tuanzebe,eng ENG,DF,Manchester Utd,17,1997,0,,,,,0,,0,,2,,,,,,,Matches
607,Leonardo Ulloa\Leonardo-Ulloa,ar ARG,FW,Leicester City,29,1986,29,984,34,28.8,10.9,7,,22,,7,2.17,26,11,+15,+1.37,+0.74,Matches
608,Antonio Valencia\Antonio-Valencia,ec ECU,DF,Manchester Utd,29,1985,14,857,61,25.1,9.5,8,,6,,4,2.14,15,6,+9,+0.95,+0.77,Matches
609,Enner Valencia\Enner-Valencia,ec ECU,FWMF,West Ham,25,1989,19,1009,53,29.5,11.2,10,,9,,3,1.26,17,15,+2,+0.18,-0.27,Matches
610,Jamie Vardy\Jamie-Vardy,eng ENG,FW,Leicester City,28,1987,36,3133,87,91.6,34.8,36,,0,,0,2.14,60,32,+28,+0.80,-0.45,Matches
611,Guillermo Varela\Guillermo-Varela,uy URU,DF,Manchester Utd,22,1993,4,315,79,9.2,3.5,3,,1,,8,1.75,5,4,+1,+0.29,-0.09,Matches
612,Jordan Veretout\Jordan-Veretout,fr FRA,MF,Aston Villa,22,1993,25,1820,73,53.2,20.2,21,,4,,7,0.60,13,37,-24,-1.19,+0.22,Matches
613,Jan Vertonghen\Jan-Vertonghen,be BEL,DF,Tottenham,28,1987,29,2594,89,75.8,28.8,29,,0,,0,1.72,51,29,+22,+0.76,-0.54,Matches
614,Josh Vickers\Josh-Vickers,eng ENG,GK,Swansea City,19,1995,0,,,,,0,,0,,1,,,,,,,Matches
615,Michel Vorm\Michel-Vorm,nl NED,GK,Tottenham,31,1983,1,90,90,2.6,1.0,1,,0,,37,0.00,0,1,-1,-1.00,-1.95,Matches
616,MatÄ›j Vydra\Matej-Vydra,cz CZE,FWMF,Watford,23,1992,0,,,,,0,,0,,3,,,,,,,Matches
617,Theo Walcott\Theo-Walcott,eng ENG,MFFW,Arsenal,26,1989,28,1373,49,40.1,15.3,15,,13,,5,1.79,25,12,+13,+0.85,+0.15,Matches
618,Kyle Walker\Kyle-Walker,eng ENG,DF,Tottenham,25,1990,33,2941,89,86.0,32.7,33,,0,,3,1.76,59,28,+31,+0.95,+0.38,Matches
619,Kyle Walker-Peters\Kyle-Walker-Peters,eng ENG,DF,Tottenham,18,1997,0,,,,,0,,0,,1,,,,,,,Matches
620,Jonathan Walters\Jonathan-Walters,ie IRL,MFFW,Stoke City,31,1983,27,1728,64,50.5,19.2,18,,9,,2,1.56,23,23,0,0.00,+0.74,Matches
621,Victor Wanyama\Victor-Wanyama,ke KEN,MF,Southampton,24,1991,30,2498,83,73.0,27.8,29,,1,,0,1.57,44,31,+13,+0.47,-0.02,Matches
622,Danny Ward\Danny-Ward,wal WAL,GK,Liverpool,22,1993,2,180,90,5.3,2.0,2,,0,,13,1.50,3,4,-1,-0.50,-0.89,Matches
623,Joel Ward\Joel-Ward,eng ENG,DF,Crystal Palace,25,1989,30,2691,90,78.7,29.9,30,,0,,1,1.10,33,41,-8,-0.27,+0.23,Matches
624,James Ward-Prowse\James-Ward-Prowse,eng ENG,MF,Southampton,20,1994,33,1545,47,45.2,17.2,14,,19,,5,1.67,28,18,+10,+0.58,+0.20,Matches
625,Marcin Wasilewski\Marcin-Wasilewski,pl POL,DF,Leicester City,35,1980,4,303,76,8.9,3.4,3,,1,,19,1.75,7,6,+1,+0.30,-0.60,Matches
626,Duncan Watmore\Duncan-Watmore,eng ENG,MFFW,Sunderland,21,1994,23,919,40,26.9,10.2,7,,16,,3,1.17,14,14,0,0.00,+0.50,Matches
627,Ben Watson\Ben-Watson,eng ENG,MF,Watford,30,1985,35,2816,80,82.3,31.3,31,,4,,3,1.26,36,42,-6,-0.19,+0.40,Matches
628,James Weir\James-Weir,eng ENG,MF,Manchester Utd,19,1995,1,1,1,0.0,0.0,0,,1,,4,3.00,0,0,0,0.00,-0.37,Matches
629,Danny Welbeck\Danny-Welbeck,eng ENG,FW,Arsenal,24,1990,11,575,52,16.8,6.4,7,,4,,1,1.55,16,10,+6,+0.94,+0.21,Matches
630,Ashley Westwood\Ashley-Westwood,eng ENG,MF,Aston Villa,25,1990,32,2717,85,79.4,30.2,31,,1,,3,0.50,20,61,-41,-1.36,-0.33,Matches
631,Glenn Whelan\Glenn-Whelan,ie IRL,MF,Stoke City,31,1984,37,3166,86,92.6,35.2,37,,0,,0,1.38,37,48,-11,-0.31,+0.75,Matches
632,Steven Whittaker\Steven-Whittaker,sco SCO,DF,Norwich City,31,1984,8,661,83,19.3,7.3,8,,0,,11,0.75,11,16,-5,-0.68,+0.07,Matches
633,Connor Wickham\Connor-Wickham,eng ENG,FW,Crystal Palace,22,1993,21,1320,63,38.6,14.7,15,,6,,0,1.33,20,18,+2,+0.14,+0.74,Matches
634,Rhoys Wiggins\Rhoys-Wiggins,wal WAL,DF,Bournemouth,27,1987,0,,,,,0,,0,,4,,,,,,,Matches
635,Georginio Wijnaldum\Georginio-Wijnaldum,nl NED,MF,Newcastle Utd,24,1990,38,3163,83,92.5,35.1,36,,2,,0,0.97,38,59,-21,-0.60,-0.60,Matches
636,Ashley Williams\Ashley-Williams,wal WAL,DF,Swansea City,30,1984,36,3240,90,94.7,36.0,36,,0,,0,1.19,37,50,-13,-0.36,-1.86,Matches
637,Callum Williams\Callum-Williams,eng ENG,DF,Newcastle Utd,18,1997,0,,,,,0,,0,,1,,,,,,,Matches
638,Jonny Williams\Jonny-Williams,wal WAL,MF,Crystal Palace,21,1993,1,11,11,0.3,0.1,0,,1,,0,0.00,0,0,0,0.00,+0.32,Matches
639,Mike Williamson\Mike-Williamson,eng ENG,DF,Newcastle Utd,31,1983,0,,,,,0,,0,,5,,,,,,,Matches
640,Willian\Willian,br BRA,MF,Chelsea,26,1988,35,2739,78,80.1,30.4,32,,3,,0,1.26,47,41,+6,+0.20,+0.20,Matches
641,Jack Wilshere\Jack-Wilshere,eng ENG,MF,Arsenal,23,1992,3,142,47,4.2,1.6,1,,2,,1,1.67,2,1,+1,+0.63,-0.13,Matches
642,Callum Wilson\Callum-Wilson,eng ENG,FWMF,Bournemouth,23,1992,13,771,59,22.5,8.6,9,,4,,0,0.85,11,15,-4,-0.47,+0.14,Matches
643,James Wilson\James-Wilson,eng ENG,FW,Manchester Utd,19,1995,1,9,9,0.3,0.1,0,,1,,0,0.00,0,0,0,0.00,-0.37,Matches
644,Marc Wilson\Marc-Wilson,ie IRL,DF,Stoke City,27,1987,4,261,65,7.6,2.9,1,,3,,14,0.25,2,7,-5,-1.72,-1.47,Matches
645,Kevin Wimmer\Kevin-Wimmer,at AUT,DF,Tottenham,22,1992,10,812,81,23.7,9.0,9,,1,,14,2.30,18,6,+12,+1.33,+0.57,Matches
646,Harry Winks\Harry-Winks,eng ENG,MF,Tottenham,19,1996,0,,,,,0,,0,,5,,,,,,,Matches
647,Andre Wisdom\Andre-Wisdom,eng ENG,DF,Norwich City,22,1993,10,824,82,24.1,9.2,9,,1,,7,1.10,8,15,-7,-0.76,-0.04,Matches
648,Ricky van Wolfswinkel\Ricky-van-Wolfswinkel,nl NED,FWMF,Norwich City,26,1989,0,,,,,0,,0,,1,,,,,,,Matches
649,Philipp Wollscheid\Philipp-Wollscheid,de GER,DF,Stoke City,26,1989,31,2684,87,78.5,29.8,30,,1,,6,1.52,34,43,-9,-0.30,+0.31,Matches
