Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off2,Matches
87,Tahith Chong\Tahith-Chong,nl NED,FW,Manchester Utd,18,1999,2,36,18,1.1,0.4,0,,2,18,1,2.00,0,1,-1,-2.50,-2.82,0.9,0.5,+0.4,+0.99,+0.70,Matches
88,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,20,1997,9,596,66,17.4,6.6,7,83,2,9,4,1.89,5,4,+1,+0.15,+0.09,6.0,8.3,-2.3,-0.34,-0.65,Matches
89,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,22,1996,8,615,77,18.0,6.8,6,90,2,38,22,1.75,16,7,+9,+1.32,+0.84,11.9,6.0,+5.9,+0.86,+0.30,Matches
90,Cyrus Christie\Cyrus-Christie,ie IRL,DF,Fulham,25,1992,28,1945,69,56.9,21.6,19,85,9,36,10,0.75,17,42,-25,-1.16,+0.19,21.3,35.2,-13.9,-0.64,+0.08,Matches
91,Ibrahima CissÃ©\Ibrahima-Cisse,gn GUI,MFFW,Fulham,24,1994,3,87,29,2.5,1.0,1,61,2,13,8,0.00,0,4,-4,-4.14,-2.98,0.5,3.0,-2.5,-2.60,-1.97,Matches
92,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,28,1989,11,858,78,25.1,9.5,9,89,2,29,9,0.91,9,15,-6,-0.63,-0.63,8.0,14.8,-6.8,-0.71,-0.45,Matches
93,Tom Cleverley\Tom-Cleverley,eng ENG,MFFW,Watford,28,1989,13,470,36,13.7,5.2,4,84,9,15,2,1.62,6,7,-1,-0.19,-0.01,5.2,11.2,-6.0,-1.14,-1.10,Matches
94,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Bournemouth,27,1991,14,1145,82,33.5,12.7,13,85,1,46,1,1.07,18,25,-7,-0.55,-0.27,16.1,20.1,-4.0,-0.32,-0.43,Matches
95,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Liverpool,27,1991,4,108,27,3.2,1.2,1,90,3,6,2,3.00,4,1,+3,+2.50,+0.76,3.5,1.0,+2.5,+2.11,+1.01,Matches
96,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,25,1993,38,3420,90,100.0,38.0,38,90,0,,0,1.50,47,46,+1,+0.03,,49.4,38.8,+10.6,+0.28,,Matches
97,Joel Coleman\Joel-Coleman,eng ENG,GK,Huddersfield,22,1995,1,90,90,2.6,1.0,1,90,0,,7,1.00,1,1,0,0.00,+1.46,1.0,0.6,+0.5,+0.45,+1.33,Matches
98,SÃ©amus Coleman\Seamus-Coleman,ie IRL,DF,Everton,29,1988,29,2560,88,74.9,28.4,29,88,0,,3,1.62,43,30,+13,+0.46,+0.98,36.0,32.4,+3.7,+0.13,+0.20,Matches
99,Matthew Connolly\Matthew-Connolly,eng ENG,DF,Cardiff City,30,1987,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
100,Lewis Cook\Lewis-Cook,eng ENG,MF,Bournemouth,21,1997,13,721,55,21.1,8.0,8,85,5,9,2,1.54,15,10,+5,+0.62,+1.26,12.8,11.4,+1.4,+0.17,+0.26,Matches
101,Steve Cook\Steve-Cook,eng ENG,DF,Bournemouth,27,1991,31,2787,90,81.5,31.0,31,90,0,,0,1.29,48,56,-8,-0.26,+0.59,44.0,44.1,-0.1,0.00,+0.13,Matches
102,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,29,1989,37,3313,90,96.9,36.8,37,90,0,,0,1.08,43,63,-20,-0.54,+1.98,40.7,59.4,-18.7,-0.51,+1.90,Matches
103,HÃ©lder Costa\Helder-Costa,pt POR,FWMF,Wolves,24,1994,25,1346,54,39.4,15.0,16,72,9,21,13,1.32,16,19,-3,-0.20,-0.37,19.0,13.4,+5.6,+0.37,+0.16,Matches
104,Conor Coventry\Conor-Coventry,ie IRL,MF,West Ham,18,2000,0,,,,,0,,0,,4,,,,,,,,,,,,Matches
105,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,28,1989,20,1590,80,46.5,17.7,18,85,2,30,7,1.30,21,26,-5,-0.28,-0.38,20.4,25.7,-5.3,-0.30,+0.06,Matches
106,Peter Crouch\Peter-Crouch,eng ENG,FW,Burnley,37,1981,6,86,14,2.5,1.0,0,,6,14,3,0.17,3,3,0,0.00,+0.62,3.6,2.3,+1.3,+1.36,+1.98,Matches
107,Greg Cunningham\Greg-Cunningham,ie IRL,DF,Cardiff City,27,1991,7,630,90,18.4,7.0,7,90,0,,20,0.86,5,17,-12,-1.71,-0.97,6.2,10.5,-4.3,-0.61,-0.04,Matches
108,Diogo Dalot\Diogo-Dalot,pt POR,DFMF,Manchester Utd,19,1999,16,1014,63,29.6,11.3,12,79,4,18,6,1.69,21,18,+3,+0.27,-0.03,18.3,15.1,+3.3,+0.29,-0.01,Matches
109,Matty Daly\Matty-Daly,eng ENG,MF,Huddersfield,17,2001,2,73,37,2.1,0.8,0,,2,37,6,0.50,1,1,0,0.00,+1.45,0.8,1.2,-0.4,-0.49,+0.36,Matches
110,LoÃ¯c Damour\Loic-Damour,fr FRA,MF,Cardiff City,27,1991,2,21,11,0.6,0.2,0,,2,11,2,1.50,2,2,0,0.00,+0.93,1.0,1.0,0.0,-0.15,+0.44,Matches
111,Joe Daniel Tupper\Joe-Daniel-Tupper,eng ENG,GK,Crystal Palace,20,1997,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
112,Charlie Daniels\Charlie-Daniels,eng ENG,DF,Bournemouth,31,1986,21,1583,75,46.3,17.6,17,88,4,24,4,1.29,25,34,-9,-0.51,-0.27,23.4,24.3,-0.9,-0.05,-0.04,Matches
113,Danilo\Danilo,br BRA,DF,Manchester City,27,1991,11,806,73,23.6,9.0,9,89,2,2,15,2.45,19,7,+12,+1.34,-0.73,19.2,6.4,+12.8,+1.43,-0.07,Matches
114,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,31,1987,10,660,66,19.3,7.3,7,90,3,10,9,2.00,16,10,+6,+0.82,+1.08,12.2,9.0,+3.2,+0.43,+0.45,Matches
115,Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,27,1990,0,,,,,0,,0,,23,,,,,,,,,,,,Matches
116,Matteo Darmian\Matteo-Darmian,it ITA,DF,Manchester Utd,28,1989,6,443,74,13.0,4.9,5,89,1,0,10,1.33,5,8,-3,-0.61,-1.03,4.9,6.4,-1.5,-0.31,-0.70,Matches
117,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,25,1993,27,1839,68,53.8,20.4,20,90,7,7,7,1.70,36,26,+10,+0.49,-0.54,29.5,22.8,+6.8,+0.33,+0.22,Matches
118,Tom Davies\Tom-Davies,eng ENG,MF,Everton,20,1998,16,975,61,28.5,10.8,10,88,6,16,20,1.63,13,19,-6,-0.55,-1.07,10.1,16.9,-6.8,-0.63,-0.99,Matches
119,Steven Davis\Steven-Davis,nir NIR,MF,Southampton,33,1985,3,96,32,2.8,1.1,1,90,2,3,7,0.67,1,4,-3,-2.81,-2.35,2.2,2.8,-0.6,-0.57,-0.33,Matches
120,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,27,1991,19,974,51,28.5,10.8,11,74,8,21,1,2.53,28,3,+25,+2.31,+0.58,25.0,6.4,+18.7,+1.72,+0.34,Matches
121,Troy Deeney\Troy-Deeney,eng ENG,FW,Watford,30,1988,32,2547,80,74.5,28.3,28,86,4,36,0,1.25,41,44,-3,-0.11,+0.31,35.8,42.3,-6.4,-0.23,-0.15,Matches
122,Jermain Defoe\Jermain-Defoe,eng ENG,DFFW,Bournemouth,35,1982,4,21,5,0.6,0.2,0,,4,5,16,1.50,0,2,-2,-8.57,-8.25,1.1,0.9,+0.2,+0.98,+1.02,Matches
123,Steven Defour\Steven-Defour,be BEL,MF,Burnley,30,1988,6,452,75,13.2,5.0,6,75,0,,3,0.17,3,14,-11,-2.19,-1.83,2.9,12.1,-9.2,-1.83,-1.46,Matches
124,Fabian Delph\Fabian-Delph,eng ENG,DF,Manchester City,28,1989,11,724,66,21.2,8.0,8,83,3,19,6,2.18,22,9,+13,+1.62,-0.35,17.9,7.3,+10.5,+1.31,-0.22,Matches
125,Mousa DembÃ©lÃ©\Mousa-Dembele,be BEL,MF,Tottenham,31,1987,10,516,52,15.1,5.7,7,65,3,21,0,2.10,10,6,+4,+0.70,-0.05,7.7,8.2,-0.5,-0.09,-0.37,Matches
126,Leander Dendoncker\Leander-Dendoncker,be BEL,MF,Wolves,23,1995,19,1469,77,43.0,16.3,17,85,2,13,8,1.79,22,21,+1,+0.06,+0.06,19.1,18.7,+0.4,+0.03,-0.44,Matches
127,Laurent Depoitre\Laurent-Depoitre,be BEL,FW,Huddersfield,29,1988,23,1061,46,31.0,11.8,10,81,13,19,4,0.35,3,23,-20,-1.70,-0.40,9.8,19.8,-10.0,-0.84,0.00,Matches
128,Gerard Deulofeu\Gerard-Deulofeu,es ESP,FW,Watford,24,1994,30,2081,69,60.8,23.1,26,76,4,24,0,1.23,33,29,+4,+0.17,+0.91,30.7,30.5,+0.2,+0.01,+0.51,Matches
129,Fousseni DiabatÃ©\Fousseni-Diabate,ml MLI,FW,Leicester City,22,1995,1,55,55,1.6,0.6,1,55,0,,2,1.00,0,1,-1,-1.64,-1.74,1.4,0.9,+0.4,+0.69,+0.51,Matches
130,Adama Diakhaby\Adama-Diakhaby,fr FRA,FWMF,Huddersfield,22,1996,12,551,46,16.1,6.1,6,75,6,17,6,0.25,2,16,-14,-2.29,-1.03,4.2,11.1,-6.9,-1.13,-0.34,Matches
131,Mohamed DiamÃ©\Mohamed-Diame,sn SEN,MF,Newcastle Utd,31,1987,29,2166,75,63.3,24.1,24,87,5,15,3,1.10,21,32,-11,-0.46,-0.82,22.1,34.9,-12.8,-0.53,-0.43,Matches
132,Grady Diangana\Grady-Diangana,eng ENG,FWMF,West Ham,20,1998,17,604,36,17.7,6.7,6,64,11,20,6,1.35,6,13,-7,-1.04,-1.17,8.5,12.2,-3.7,-0.56,-0.27,Matches
133,Eric Dier\Eric-Dier,eng ENG,MF,Tottenham,24,1994,20,1509,75,44.1,16.8,18,83,2,6,4,1.85,26,18,+8,+0.48,-0.46,23.6,23.9,-0.3,-0.02,-0.44,Matches
134,Lucas Digne\Lucas-Digne,fr FRA,DF,Everton,25,1993,35,2965,85,86.7,32.9,33,89,2,7,1,1.43,46,38,+8,+0.24,+0.24,42.8,37.2,+5.7,+0.17,+0.71,Matches
135,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,27,1991,38,3385,89,99.0,37.6,38,89,0,,0,2.55,89,22,+67,+1.78,+1.78,72.3,29.8,+42.6,+1.13,-0.31,Matches
136,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,21,1997,33,2970,90,86.8,33.0,33,90,0,,5,1.55,48,43,+5,+0.15,+1.75,43.4,50.5,-7.1,-0.21,+0.90,Matches
137,Matt Doherty\Matt-Doherty,ie IRL,DFMF,Wolves,26,1992,38,3147,83,92.0,35.0,35,87,3,30,0,1.50,41,41,0,0.00,-0.33,44.6,35.2,+9.4,+0.27,-0.14,Matches
138,Abdoulaye DoucourÃ©\Abdoulaye-Doucoure,fr FRA,MF,Watford,25,1993,35,3062,87,89.5,34.0,34,89,1,36,0,1.37,51,56,-5,-0.15,+0.36,45.2,49.0,-3.9,-0.11,+0.73,Matches
139,Kieran Dowell\Kieran-Dowell,eng ENG,FWMF,Everton,20,1997,0,,,,,0,,0,,3,,,,,,,,,,,,Matches
140,Luke Dreher\Luke-Dreher,eng ENG,MF,Crystal Palace,19,1998,1,,0,0.0,0.0,0,,1,0,0,3.00,0,0,0,,,0.1,0.3,-0.2,,,Matches
141,Danny Drinkwater\Danny-Drinkwater,eng ENG,MF,Chelsea,28,1990,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
142,Anthony Driscoll-Glennon\Anthony-Driscoll-Glennon,eng ENG,DF,Burnley,18,1999,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
143,Martin DÃºbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,29,1989,38,3420,90,100.0,38.0,38,90,0,,0,1.18,42,48,-6,-0.16,,38.8,53.1,-14.3,-0.38,,Matches
144,Shane Duffy\Shane-Duffy,ie IRL,DF,Brighton,26,1992,35,3087,88,90.3,34.3,35,88,0,,0,1.03,32,54,-22,-0.64,+0.17,32.8,51.1,-18.3,-0.53,+0.01,Matches
145,Demeaco Duhaney\Demeaco-Duhaney,eng ENG,DF,Huddersfield,19,1998,1,45,45,1.3,0.5,1,45,0,,1,3.00,0,0,0,0.00,+1.44,0.1,0.3,-0.2,-0.48,+0.37,Matches
146,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,26,1991,26,1987,76,58.1,22.1,21,90,5,21,2,1.19,23,27,-4,-0.18,-0.06,19.2,31.3,-12.1,-0.55,-0.41,Matches
147,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,26,1991,36,3152,88,92.2,35.0,36,88,0,,0,0.97,31,55,-24,-0.69,-0.35,30.9,52.0,-21.1,-0.60,-0.85,Matches
148,Erik Durm\Erik-Durm,de GER,DF,Huddersfield,26,1992,28,2051,73,60.0,22.8,21,87,7,32,2,0.39,15,45,-30,-1.32,+0.26,20.2,36.1,-15.9,-0.70,+0.37,Matches
149,Bruno Ecuele Manga\Bruno-Ecuele-Manga,ga GAB,DF,Cardiff City,30,1988,38,3375,89,98.7,37.5,37,90,1,45,0,0.89,34,67,-33,-0.88,+3.12,39.3,60.0,-20.6,-0.55,+2.40,Matches
150,Ederson\Ederson,br BRA,GK,Manchester City,24,1993,38,3420,90,100.0,38.0,38,90,0,,0,2.58,95,23,+72,+1.89,,81.6,25.2,+56.4,+1.48,,Matches
151,Harvey Elliot\Harvey-Elliot,eng ENG,MF,Fulham,,,2,18,9,0.5,0.2,0,,2,9,3,0.00,0,1,-1,-5.00,-3.78,0.1,0.4,-0.3,-1.44,-0.77,Matches
152,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,26,1992,8,379,47,11.1,4.2,5,61,3,24,21,2.25,7,5,+2,+0.47,-0.12,5.3,6.0,-0.8,-0.18,-0.23,Matches
153,Mohamed Elyounoussi\Mohamed-Elyounoussi,no NOR,MFFW,Southampton,23,1994,16,790,49,23.1,8.8,8,81,8,18,8,0.50,8,10,-2,-0.23,+0.39,12.3,9.0,+3.3,+0.38,+0.82,Matches
154,Bright Enobakhare\Bright-Enobakhare,ng NGA,FWMF,Wolves,20,1998,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
155,Christian Eriksen\Christian-Eriksen,dk DEN,MFFW,Tottenham,26,1992,35,2772,79,81.1,30.8,30,89,5,18,1,1.77,58,37,+21,+0.68,-0.29,46.3,39.9,+6.4,+0.21,-0.11,Matches
156,Neil Etheridge\Neil-Etheridge,ph PHI,GK,Cardiff City,28,1990,38,3420,90,100.0,38.0,38,90,0,,0,0.89,34,69,-35,-0.92,,39.6,61.7,-22.1,-0.58,,Matches
157,Jonny Evans\Jonny-Evans,nir NIR,DF,Leicester City,30,1988,24,1995,83,58.3,22.2,21,90,3,37,10,1.46,33,26,+7,+0.32,+0.57,28.0,23.8,+4.2,+0.19,0.00,Matches
158,Timothy Eyoma\Timothy-Eyoma,eng ENG,DF,Tottenham,18,2000,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
159,Åukasz FabiaÅ„ski\Lukasz-Fabianski,pl POL,GK,West Ham,33,1985,38,3420,90,100.0,38.0,38,90,0,,0,1.37,52,55,-3,-0.08,,48.4,61.1,-12.7,-0.33,,Matches
160,Fabinho\Fabinho,br BRA,MF,Liverpool,24,1993,28,2013,72,58.9,22.4,21,90,7,18,6,2.54,56,14,+42,+1.88,+0.28,45.5,18.0,+27.5,+1.23,+0.23,Matches
161,Cesc FÃ bregas\Cesc-Fabregas,es ESP,MF,Chelsea,31,1987,6,175,29,5.1,1.9,1,90,5,17,9,1.33,2,2,0,0.00,-0.67,3.6,1.3,+2.3,+1.18,+0.61,Matches
162,Fabricio\Fabricio,es ESP,GK,Fulham,30,1987,2,180,90,5.3,2.0,2,90,0,,17,0.00,1,5,-4,-2.00,-0.81,2.0,3.7,-1.7,-0.87,-0.20,Matches
163,Marouane Fellaini\Marouane-Fellaini,be BEL,MF,Manchester Utd,30,1987,14,746,53,21.8,8.3,6,90,8,26,3,1.36,14,14,0,0.00,-0.37,13.3,10.3,+2.9,+0.36,+0.07,Matches
164,Kiko FemenÃ­a\Kiko-Femenia,es ESP,DF,Watford,27,1991,29,2046,71,59.8,22.7,22,87,7,19,2,1.14,31,40,-9,-0.40,-0.53,29.6,36.6,-7.0,-0.31,-0.29,Matches
165,Federico FernÃ¡ndez\Federico-Fernandez,ar ARG,DF,Newcastle Utd,29,1989,19,1482,78,43.3,16.5,17,85,2,21,10,1.11,18,24,-6,-0.36,-0.36,16.2,25.7,-9.5,-0.58,-0.36,Matches
166,Fernandinho\Fernandinho,br BRA,MF,Manchester City,33,1985,29,2381,82,69.6,26.5,27,86,2,34,0,2.66,70,15,+55,+2.08,+0.61,58.3,18.3,+39.9,+1.51,+0.08,Matches
167,Roberto Firmino\Roberto-Firmino,br BRA,FWMF,Liverpool,26,1991,34,2620,77,76.6,29.1,31,82,3,21,0,2.50,64,15,+49,+1.68,-0.34,56.8,21.9,+34.9,+1.20,+0.27,Matches
168,Phil Foden\Phil-Foden,eng ENG,MF,Manchester City,18,2000,13,327,25,9.6,3.6,3,77,10,10,16,2.77,9,0,+9,+2.48,+0.64,8.7,2.3,+6.4,+1.76,+0.31,Matches
169,Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,30,1988,1,90,90,2.6,1.0,1,90,0,,4,0.00,0,3,-3,-3.00,-2.54,0.5,1.9,-1.4,-1.37,-1.15,Matches
170,Ben Foster\Ben-Foster,eng ENG,GK,Watford,35,1983,38,3420,90,100.0,38.0,38,90,0,,0,1.32,52,59,-7,-0.18,,47.7,55.0,-7.2,-0.19,,Matches
171,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Fulham,20,1998,12,794,66,23.2,8.8,10,73,2,31,4,0.67,10,18,-8,-0.91,+0.43,9.7,18.5,-8.8,-1.00,-0.41,Matches
172,Juan Foyth\Juan-Foyth,ar ARG,DF,Tottenham,20,1998,12,888,74,26.0,9.9,10,89,2,1,11,1.75,22,11,+11,+1.11,+0.51,14.6,15.7,-1.1,-0.12,-0.46,Matches
173,Simon Francis\Simon-Francis,eng ENG,DF,Bournemouth,33,1985,17,1227,72,35.9,13.6,13,87,4,26,1,1.47,19,24,-5,-0.37,0.00,18.2,18.9,-0.8,-0.06,-0.05,Matches
174,Ryan Fraser\Ryan-Fraser,sco SCO,MFFW,Bournemouth,24,1994,38,3173,84,92.8,35.3,35,87,3,39,0,1.18,51,64,-13,-0.37,0.00,51.4,49.8,+1.6,+0.05,+1.03,Matches
175,Fred\Fred,br BRA,MF,Manchester Utd,25,1993,17,1044,61,30.5,11.6,13,76,4,14,15,1.65,18,19,-1,-0.09,-0.54,19.2,16.6,+2.6,+0.23,-0.10,Matches
176,Ryan Fredericks\Ryan-Fredericks,eng ENG,DF,West Ham,25,1992,15,1086,72,31.8,12.1,12,84,3,25,8,1.20,12,16,-4,-0.33,-0.37,13.8,22.6,-8.8,-0.73,-0.58,Matches
177,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,32,1986,3,206,69,6.0,2.3,2,90,1,26,29,1.00,2,5,-3,-1.31,-1.48,2.2,2.9,-0.7,-0.30,-0.52,Matches
178,Manolo Gabbiadini\Manolo-Gabbiadini,it ITA,FWMF,Southampton,26,1991,12,470,39,13.7,5.2,4,82,8,18,0,0.50,3,12,-9,-1.72,-1.39,5.9,9.3,-3.4,-0.65,-0.46,Matches
179,Sam Gallagher\Sam-Gallagher,eng ENG,FW,Southampton,22,1995,4,30,8,0.9,0.3,0,,4,8,4,1.50,1,1,0,0.00,+0.53,0.7,1.5,-0.8,-2.50,-2.27,Matches
180,Idrissa Gana Gueye\Idrissa-Gana-Gueye,sn SEN,MF,Everton,28,1989,33,2825,86,82.6,31.4,32,88,1,15,0,1.52,41,31,+10,+0.32,+0.62,40.0,35.9,+4.1,+0.13,+0.30,Matches
181,James Garner\James-Garner,eng ENG,MF,Manchester Utd,17,2001,1,,0,0.0,0.0,0,,1,0,1,3.00,0,0,0,,,0.0,0.0,0.0,,,Matches
182,Paulo Gazzaniga\Paulo-Gazzaniga,ar ARG,GK,Tottenham,26,1992,3,270,90,7.9,3.0,3,90,0,,32,2.00,4,2,+2,+0.67,-0.08,5.2,3.1,+2.1,+0.69,+0.50,Matches
183,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,27,1990,38,3420,90,100.0,38.0,38,90,0,,0,1.74,65,54,+11,+0.29,,59.6,48.3,+11.3,+0.30,,Matches
184,Rachid Ghezzal\Rachid-Ghezzal,dz ALG,FWMF,Leicester City,26,1992,19,735,39,21.5,8.2,8,62,11,22,7,0.89,6,13,-7,-0.86,-1.19,12.1,8.5,+3.5,+0.43,+0.31,Matches
185,Morgan Gibbs-White\Morgan-Gibbs-White,eng ENG,MFFW,Wolves,18,2000,26,648,25,18.9,7.2,5,69,21,14,10,1.38,10,12,-2,-0.28,-0.38,12.8,9.8,+3.0,+0.42,+0.18,Matches
186,Ben Gibson\Ben-Gibson,eng ENG,DF,Burnley,25,1993,1,63,63,1.8,0.7,1,63,0,,23,0.00,1,3,-2,-2.86,-2.29,1.0,1.2,-0.2,-0.30,+0.27,Matches
187,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,31,1986,27,832,31,24.3,9.2,7,75,20,15,9,1.96,23,5,+18,+1.95,+1.74,18.3,8.1,+10.2,+1.11,+0.66,Matches
188,AndrÃ© Gomes\Andre-Gomes,pt POR,MF,Everton,25,1993,27,1986,74,58.1,22.1,24,81,3,14,0,1.30,28,28,0,0.00,-0.50,28.0,26.9,+1.1,+0.05,-0.07,Matches
189,Angel Gomes\Angel-Gomes,eng ENG,MFFW,Manchester Utd,17,2000,2,25,13,0.7,0.3,0,,2,13,1,1.50,0,1,-1,-3.60,-3.92,0.5,0.4,+0.1,+0.42,+0.12,Matches
190,Heurelho Gomes\Heurelho-Gomes,br BRA,GK,Watford,37,1981,0,,,,,0,,0,,38,,,,,,,,,,,,Matches
191,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,21,1997,16,1060,66,31.0,11.8,12,84,4,12,2,2.63,17,4,+13,+1.10,-0.96,21.2,10.2,+11.0,+0.93,-0.29,Matches
192,Jon Gorenc StankoviÄ‡\Jon-Gorenc-Stankovic,si SVN,MFDF,Huddersfield,22,1996,11,717,65,21.0,8.0,9,80,2,0,16,0.64,5,20,-15,-1.88,-0.58,5.6,14.2,-8.7,-1.09,-0.31,Matches
193,Dan Gosling\Dan-Gosling,eng ENG,MF,Bournemouth,28,1990,25,1738,70,50.8,19.3,19,84,6,22,1,1.28,32,33,-1,-0.05,+0.64,29.5,28.4,+1.2,+0.06,+0.18,Matches
194,Karlan Grant\Karlan-Grant,eng ENG,FWMF,Huddersfield,20,1997,13,874,67,25.6,9.7,9,88,4,21,1,0.38,9,23,-14,-1.44,-0.03,8.7,18.4,-9.7,-1.00,-0.21,Matches
195,Lee Grant\Lee-Grant,eng ENG,GK,Manchester Utd,35,1983,0,,,,,0,,0,,9,,,,,,,,,,,,Matches
196,Andre Gray\Andre-Gray,eng ENG,FW,Watford,27,1991,29,1360,47,39.8,15.1,13,78,16,22,1,1.28,23,23,0,0.00,+0.31,18.6,24.5,-5.9,-0.39,-0.33,Matches
197,Demarai Gray\Demarai-Gray,eng ENG,FWMF,Leicester City,22,1996,34,1995,59,58.3,22.2,23,75,11,24,1,1.41,31,29,+2,+0.09,+0.03,29.7,23.2,+6.5,+0.29,+0.25,Matches
198,Mason Greenwood\Mason-Greenwood,eng ENG,FW,Manchester Utd,16,2001,3,115,38,3.4,1.3,1,90,2,13,0,1.00,1,2,-1,-0.78,-1.11,2.6,2.4,+0.2,+0.19,-0.11,Matches
199,Pascal GroÃŸ\Pascal-Gross,de GER,MF,Brighton,27,1991,25,1878,75,54.9,20.9,24,78,1,10,0,0.80,19,31,-12,-0.58,+0.18,20.4,25.3,-4.9,-0.24,+0.66,Matches
200,Vicente Guaita\Vicente-Guaita,es ESP,GK,Crystal Palace,31,1987,20,1755,88,51.3,19.5,20,88,0,,17,1.70,32,23,+9,+0.46,+1.06,29.0,23.0,+6.0,+0.31,+0.49,Matches
201,Marc GuÃ©hi\Marc-Guehi,eng ENG,DF,Chelsea,18,2000,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
202,MattÃ©o Guendouzi\Matteo-Guendouzi,fr FRA,MF,Arsenal,19,1999,33,2142,65,62.6,23.8,23,84,10,22,4,1.73,47,32,+15,+0.63,+0.14,35.3,35.5,-0.1,-0.01,-0.07,Matches
203,Ä°lkay GÃ¼ndoÄŸan\Ilkay-Gundogan,de GER,MF,Manchester City,27,1990,31,2135,69,62.4,23.7,23,87,8,17,1,2.55,60,15,+45,+1.90,+0.01,49.6,15.2,+34.4,+1.45,-0.09,Matches
204,Angus Gunn\Angus-Gunn,eng ENG,GK,Southampton,22,1996,12,1080,90,31.6,12.0,12,90,0,,26,1.33,17,18,-1,-0.08,+0.65,14.1,16.6,-2.5,-0.21,+0.06,Matches
205,Aron Gunnarsson\Aron-Gunnarsson,is ISL,MF,Cardiff City,29,1989,28,2274,81,66.5,25.3,27,84,1,0,3,1.14,23,40,-17,-0.67,+0.74,25.4,36.6,-11.2,-0.44,+0.42,Matches
206,Viktor GyÃ¶keres\Viktor-Gyokeres,se SWE,MF,Brighton,20,1998,0,,,,,0,,0,,3,,,,,,,,,,,,Matches
207,Florent Hadergjonaj\Florent-Hadergjonaj,xk KVX,DFMF,Huddersfield,24,1994,24,1840,77,53.8,20.4,19,87,5,37,9,0.46,11,36,-25,-1.22,+0.43,15.7,31.1,-15.5,-0.76,+0.19,Matches
208,Ben Hamer\Ben-Hamer,eng ENG,GK,Huddersfield,30,1987,7,553,79,16.2,6.1,7,79,0,,26,0.14,3,21,-18,-2.93,-1.80,5.4,15.3,-9.9,-1.61,-0.91,Matches
209,Kadeem Harris\Kadeem-Harris,eng ENG,MFFW,Cardiff City,25,1993,13,366,28,10.7,4.1,3,82,10,12,13,1.46,8,6,+2,+0.49,+1.58,5.2,7.9,-2.6,-0.65,-0.08,Matches
210,Joe Hart\Joe-Hart,eng ENG,GK,Burnley,31,1987,19,1710,90,50.0,19.0,19,90,0,,19,0.63,17,41,-24,-1.26,-1.32,16.3,37.7,-21.4,-1.13,-1.12,Matches
211,Kortney Hause\Kortney-Hause,eng ENG,DF,Wolves,23,1995,0,,,,,0,,0,,11,,,,,,,,,,,,Matches
212,Isaac Hayden\Isaac-Hayden,eng ENG,MF,Newcastle Utd,23,1995,25,1862,74,54.4,20.7,21,86,4,14,4,1.52,27,25,+2,+0.10,+0.56,21.0,27.9,-6.9,-0.33,+0.09,Matches
213,Eden Hazard\Eden-Hazard,be BEL,FW,Chelsea,27,1991,37,2926,79,85.6,32.5,32,87,5,25,0,1.86,52,35,+17,+0.52,-0.75,49.1,29.8,+19.3,+0.59,-0.10,Matches
214,Rhys Healey\Rhys-Healey,wal WAL,FWMF,Cardiff City,23,1994,3,49,16,1.4,0.5,0,,3,16,5,0.33,0,1,-1,-1.84,-0.93,1.0,0.3,+0.7,+1.29,+1.90,Matches
